season,team,srs
2013,Wright State,2.25
2013,Wyoming,5.32
2013,Xavier,7.71
2013,Yale,-3.94
2013,Youngstown State,-2.13
2014,Abilene Christian,-19.6
2014,Air Force,-4.08
2014,Akron,1.16
2014,Alabama,8.34
2014,Alabama A&M,-13.86
2014,Alabama State,-12.84
2014,Alcorn State,-15.95
2014,American,0.69
2014,Appalachian State,-15.32
2014,Arizona,23.36
2014,Arizona State,13.32
2014,Arkansas,14.34
2014,Arkansas State,-0.44
2014,Arkansas-Pine Bluff,-15.39
2014,Army,-6.16
2014,Auburn,5.11
2014,Austin Peay,-10.5
2014,BYU,11.63
2014,Ball State,-10.17
2014,Baylor,15.8
2014,Belmont,3.29
2014,Bethune-Cookman,-16.86
2014,Binghamton,-16.15
2014,Boise State,8.83
2014,Boston College,3.01
2014,Boston University,1.77
2014,Bowling Green,-3.45
2014,Bradley,-2.72
2014,Brown,-1.44
2014,Bryant,-4.25
2014,Bucknell,-1.3
2014,Buffalo,3.58
2014,Butler,7.04
2014,Cal Poly,-1.34
2014,Cal State Bakersfield,-4.86
2014,Cal State Fullerton,-5.08
2014,Cal State Northridge,-4.89
2014,California,10.7
2014,Campbell,-14.04
2014,Canisius,1.24
2014,Central Arkansas,-16.25
2014,Central Connecticut State,-13.1
2014,Central Michigan,-8.82
2014,Charleston Southern,-5.27
2014,Charlotte,-0.69
2014,Chattanooga,-10.83
2014,Chicago State,-10.47
2014,Cincinnati,15.26
2014,Clemson,11.08
2014,Cleveland State,4.38
2014,Coastal Carolina,-5.21
2014,Colgate,-2.51
2014,College of Charleston,-2.02
2014,Colorado,10.8
2014,Colorado State,3.29
2014,Columbia,2.21
2014,Coppin State,-11.09
2014,Cornell,-15.6
2014,Creighton,18.03
2014,Dartmouth,-4.85
2014,Davidson,0.81
2014,Dayton,10.55
2014,DePaul,1.5
2014,Delaware,2.73
2014,Delaware State,-12.64
2014,Denver,0.84
2014,Detroit Mercy,-3.25
2014,Drake,-0.77
2014,Drexel,1.23
2014,Duke,19.51
2014,Duquesne,0.66
2014,East Carolina,-4.08
2014,East Tennessee State,-5.93
2014,Eastern Illinois,-11.53
2014,Eastern Kentucky,0.6
2014,Eastern Michigan,1.79
2014,Eastern Washington,-5.32
2014,Elon,-4.02
2014,Evansville,-3.12
2014,FDU,-11.24
2014,Fairfield,-7.37
2014,Florida,20.69
2014,Florida A&M,-12.31
2014,Florida Atlantic,-5.12
2014,Florida Gulf Coast,-1.97
2014,Florida International,-5.4
2014,Florida State,12.63
2014,Fordham,-3.16
2014,Fresno State,3.59
2014,Furman,-17.44
2014,Gardner-Webb,-7.33
2014,George Mason,2.03
2014,George Washington,10.6
2014,Georgetown,10.96
2014,Georgia,7.9
2014,Georgia Southern,-11.44
2014,Georgia State,6.04
2014,Georgia Tech,5.12
2014,Gonzaga,15.56
2014,Grambling,-24.61
2014,Grand Canyon,-6.4
2014,Green Bay,7.18
2014,Hampton,-5.17
2014,Hartford,-6.63
2014,Harvard,10.79
2014,Hawaii,3.43
2014,High Point,-8.23
2014,Hofstra,-6.56
2014,Holy Cross,-1.58
2014,Houston,2.68
2014,Houston Christian,-17.39
2014,Howard,-16.77
2014,IU Indy,-14.33
2014,Idaho,-6.42
2014,Idaho State,-6.42
2014,Illinois,10.33
2014,Illinois State,1.08
2014,Illinois-Chicago,-7.17
2014,Incarnate Word,-8.47
2014,Indiana,11.32
2014,Indiana State,3.29
2014,Iona,5.96
2014,Iowa,18.58
2014,Iowa State,18.52
2014,Jackson State,-11.62
2014,Jacksonville,-11.86
2014,Jacksonville State,-11.97
2014,James Madison,-7.65
2014,Kansas,20.25
2014,Kansas City,-9.0
2014,Kansas State,12.14
2014,Kennesaw State,-16.16
2014,Kent State,-1.81
2014,Kentucky,18.07
2014,LIU,-13.66
2014,LSU,10.05
2014,La Salle,4.1
2014,Lafayette,-7.64
2014,Lamar,-16.61
2014,Lehigh,-6.52
2014,Liberty,-10.26
2014,Lipscomb,-8.2
2014,Little Rock,-5.39
2014,Long Beach State,1.44
2014,Longwood,-20.31
2014,Louisiana,2.91
2014,Louisiana Tech,12.44
2014,Louisiana-Monroe,-5.21
2014,Louisville,24.69
2014,Loyola Chicago,-4.75
2014,Loyola Maryland,-10.58
2014,Loyola Marymount,-0.49
2014,Maine,-17.58
2014,Manhattan,6.04
2014,Marist,-4.94
2014,Marquette,10.08
2014,Marshall,-4.42
2014,Maryland,11.33
2014,Maryland-Baltimore County,-14.21
2014,Maryland-Eastern Shore,-17.03
2014,Massachusetts,10.61
2014,Massachusetts-Lowell,-13.71
2014,McNeese,-13.15
2014,Memphis,13.02
2014,Mercer,5.33
2014,Miami,7.6
2014,Miami (OH),-4.37
2014,Michigan,18.52
2014,Michigan State,19.35
2014,Middle Tennessee,4.77
2014,Milwaukee,-1.53
2014,Minnesota,11.75
2014,Mississippi State,-0.86
2014,Mississippi Valley State,-21.08
2014,Missouri,10.06
2014,Missouri State,0.81
2014,Monmouth,-6.96
2014,Montana,-4.52
2014,Montana State,-10.7
2014,Morehead State,-1.88
2014,Morgan State,-5.81
2014,Mount St. Mary's,-6.32
2014,Murray State,0.98
2014,NC State,9.02
2014,NJIT,-12.52
2014,Navy,-11.95
2014,Nebraska,10.13
2014,Nevada,1.98
2014,New Hampshire,-13.97
2014,New Mexico,12.72
2014,New Mexico State,6.16
2014,New Orleans,-15.03
2014,Niagara,-8.16
2014,Nicholls State,-13.13
2014,Norfolk State,-7.82
2014,North Carolina,15.24
2014,North Carolina A&T,-16.43
2014,North Carolina Central,3.97
2014,North Dakota,-6.84
2014,North Dakota State,6.31
2014,North Florida,-7.52
2014,North Texas,-4.67
2014,Northeastern,-3.11
2014,Northern Arizona,-6.6
2014,Northern Colorado,-4.33
2014,Northern Illinois,-3.54
2014,Northern Iowa,5.29
2014,Northern Kentucky,-10.53
2014,Northwestern,4.72
2014,Northwestern State,-3.59
2014,Notre Dame,8.19
2014,Oakland,-2.23
2014,Ohio,2.7
2014,Ohio State,17.84
2014,Oklahoma,14.91
2014,Oklahoma State,19.02
2014,Old Dominion,-1.12
2014,Ole Miss,7.84
2014,Omaha,-1.19
2014,Oral Roberts,-2.94
2014,Oregon,15.75
2014,Oregon State,6.03
2014,Pacific,1.74
2014,Penn State,7.68
2014,Pennsylvania,-6.59
2014,Pepperdine,0.8
2014,Pittsburgh,17.46
2014,Portland,4.77
2014,Portland State,-7.59
2014,Prairie View A&M,-16.72
2014,Presbyterian,-20.71
2014,Princeton,3.01
2014,Providence,11.37
2014,Purdue,8.21
2014,Purdue Fort Wayne,-0.2
2014,Quinnipiac,-0.13
2014,Radford,-7.9
2014,Rhode Island,2.87
2014,Rice,-9.43
2014,Richmond,5.7
2014,Rider,-4.34
2014,Robert Morris,-3.52
2014,Rutgers,-0.29
2014,SIU Edwardsville,-10.61
2014,SMU,13.73
2014,Sacramento State,-8.04
2014,Sacred Heart,-12.93
2014,Saint Francis (PA),-13.2
2014,Saint Joseph's,9.05
2014,Saint Louis,11.63
2014,Saint Mary's,9.35
2014,Saint Peter's,-5.88
2014,Sam Houston,-4.45
2014,Samford,-14.91
2014,San Diego,2.16
2014,San Diego State,14.95
2014,San Francisco,5.92
2014,San Jose State,-7.96
2014,Santa Clara,0.88
2014,Savannah State,-9.57
2014,Seattle,-5.86
2014,Seton Hall,7.53
2014,Siena,-0.86
2014,South Alabama,-5.08
2014,South Carolina,5.41
2014,South Carolina State,-17.21
2014,South Carolina Upstate,-2.02
2014,South Dakota,-7.07
2014,South Dakota State,-0.17
2014,South Florida,-0.52
2014,Southeast Missouri State,-5.49
2014,Southeastern Louisiana,-13.06
2014,Southern,-4.22
2014,Southern California,2.6
2014,Southern Illinois,-0.46
2014,Southern Mississippi,6.84
2014,Southern Utah,-19.9
2014,St. Bonaventure,5.92
2014,St. Francis (NY),-4.64
2014,St. John's,11.68
2014,Stanford,13.42
2014,Stephen F. Austin,4.82
2014,Stetson,-15.81
2014,Stony Brook,-1.71
2014,Syracuse,16.05
2014,TCU,-1.33
2014,Temple,2.69
2014,Tennessee,17.34
2014,Tennessee State,-9.82
2014,Tennessee Tech,-8.09
2014,Tennessee-Martin,-13.45
2014,Texas,12.67
2014,Texas A&M,5.5
2014,Texas A&M-CC,-6.41
2014,Texas Southern,-8.41
2014,Texas State,-7.74
2014,Texas Tech,8.61
2014,Texas-Rio Grande Valley,-10.65
2014,The Citadel,-17.61
2014,Toledo,3.3
2014,Towson,0.55
2014,Troy,-6.17
2014,Tulane,-7.89
2014,Tulsa,6.23
2014,UAB,0.78
2014,UAlbany,-3.31
2014,UC Davis,-11.55
2014,UC Irvine,4.35
2014,UC Riverside,-7.64
2014,UC Santa Barbara,4.23
2014,UCF,2.35
2014,UCLA,18.4
2014,UConn,17.23
2014,UNC Asheville,-6.81
2014,UNC Greensboro,-12.33
2014,UNC Wilmington,-8.75
2014,UNLV,8.55
2014,UT Arlington,-4.92
2014,UTEP,4.39
2014,UTSA,-11.1
2014,Utah,12.66
2014,Utah State,4.77
2014,Utah Valley,-4.42
2014,VCU,14.55
2014,VMI,-5.53
2014,Valparaiso,0.21
2014,Vanderbilt,5.52
2014,Vermont,4.52
2014,Villanova,18.97
2014,Virginia,18.38
2014,Virginia Tech,1.9
2014,Wagner,-3.83
2014,Wake Forest,5.49
2014,Washington,6.26
2014,Washington State,1.34
2014,Weber State,-0.92
2014,West Virginia,11.78
2014,Western Carolina,-6.75
2014,Western Illinois,-7.55
2014,Western Kentucky,-1.47
2014,Western Michigan,1.73
2014,Wichita State,16.65
2014,William & Mary,-1.48
2014,Winthrop,-6.43
2014,Wisconsin,19.69
2014,Wofford,-4.32
2014,Wright State,0.21
2014,Wyoming,4.4
2014,Xavier,11.84
2014,Yale,-1.66
2014,Youngstown State,-2.3
2015,Abilene Christian,-17.2
2015,Air Force,-1.85
2015,Akron,3.65
2015,Alabama,10.52
2015,Alabama A&M,-17.15
2015,Alabama State,-8.97
2015,Alcorn State,-20.75
2015,American,-3.56
2015,Appalachian State,-9.81
2015,Arizona,24.33
2015,Arizona State,9.52
2015,Arkansas,14.07
2015,Arkansas State,-10.1
2015,Arkansas-Pine Bluff,-15.65
2015,Army,-6.5
2015,Auburn,3.27
2015,Austin Peay,-12.45
2015,BYU,13.53
2015,Ball State,-5.06
2015,Baylor,17.85
2015,Belmont,0.35
2015,Bethune-Cookman,-15.52
2015,Binghamton,-13.45
2015,Boise State,10.01
2015,Boston College,6.32
2015,Boston University,-5.63
2015,Bowling Green,2.93
2015,Bradley,-4.3
2015,Brown,-7.23
2015,Bryant,-6.28
2015,Bucknell,-3.66
2015,Buffalo,7.93
2015,Butler,16.64
2015,Cal Poly,-0.57
2015,Cal State Bakersfield,-6.4
2015,Cal State Fullerton,-8.58
2015,Cal State Northridge,-6.61
2015,California,5.36
2015,Campbell,-11.13
2015,Canisius,-0.04
2015,Central Arkansas,-22.84
2015,Central Connecticut State,-16.56
2015,Central Michigan,5.56
2015,Charleston Southern,-4.48
2015,Charlotte,1.76
2015,Chattanooga,-1.63
2015,Chicago State,-14.76
2015,Cincinnati,10.72
2015,Clemson,7.73
2015,Cleveland State,3.07
2015,Coastal Carolina,-1.02
2015,Colgate,-2.91
2015,College of Charleston,-7.23
2015,Colorado,7.01
2015,Colorado State,8.12
2015,Columbia,-0.38
2015,Coppin State,-17.84
2015,Cornell,-3.58
2015,Creighton,7.48
2015,Dartmouth,-3.11
2015,Davidson,11.97
2015,Dayton,10.98
2015,DePaul,3.3
2015,Delaware,-7.76
2015,Delaware State,-10.78
2015,Denver,-3.96
2015,Detroit Mercy,-2.25
2015,Drake,-6.04
2015,Drexel,-5.71
2015,Duke,24.97
2015,Duquesne,-2.93
2015,East Carolina,-2.84
2015,East Tennessee State,-4.8
2015,Eastern Illinois,-5.52
2015,Eastern Kentucky,-0.03
2015,Eastern Michigan,1.96
2015,Eastern Washington,0.79
2015,Elon,-5.91
2015,Evansville,3.36
2015,FDU,-12.22
2015,Fairfield,-8.63
2015,Florida,13.27
2015,Florida A&M,-26.04
2015,Florida Atlantic,-7.8
2015,Florida Gulf Coast,-1.81
2015,Florida International,-7.78
2015,Florida State,6.69
2015,Fordham,-2.15
2015,Fresno State,-2.23
2015,Furman,-10.55
2015,Gardner-Webb,-5.24
2015,George Mason,-1.43
2015,George Washington,8.07
2015,Georgetown,15.48
2015,Georgia,12.42
2015,Georgia Southern,-0.4
2015,Georgia State,5.47
2015,Georgia Tech,7.16
2015,Gonzaga,21.12
2015,Grambling,-30.67
2015,Grand Canyon,-6.62
2015,Green Bay,5.7
2015,Hampton,-8.25
2015,Hartford,-8.58
2015,Harvard,4.47
2015,Hawaii,2.65
2015,High Point,-2.47
2015,Hofstra,3.78
2015,Holy Cross,-6.23
2015,Houston,-2.06
2015,Houston Christian,-13.18
2015,Howard,-9.89
2015,IU Indy,-8.28
2015,Idaho,-5.75
2015,Idaho State,-11.52
2015,Illinois,12.42
2015,Illinois State,7.96
2015,Illinois-Chicago,-7.86
2015,Incarnate Word,-6.15
2015,Indiana,12.94
2015,Indiana State,-0.49
2015,Iona,3.71
2015,Iowa,15.83
2015,Iowa State,17.94
2015,Jackson State,-12.36
2015,Jacksonville,-16.7
2015,Jacksonville State,-12.65
2015,James Madison,-2.65
2015,Kansas,18.47
2015,Kansas City,-8.01
2015,Kansas State,8.48
2015,Kennesaw State,-17.33
2015,Kent State,2.04
2015,Kentucky,28.72
2015,LIU,-9.09
2015,LSU,11.39
2015,La Salle,4.85
2015,Lafayette,-3.37
2015,Lamar,-9.75
2015,Lehigh,-3.0
2015,Liberty,-16.01
2015,Lipscomb,-10.82
2015,Little Rock,-5.38
2015,Long Beach State,1.64
2015,Longwood,-12.96
2015,Louisiana,0.82
2015,Louisiana Tech,5.75
2015,Louisiana-Monroe,-1.99
2015,Louisville,18.12
2015,Loyola Chicago,2.35
2015,Loyola Maryland,-10.75
2015,Loyola Marymount,-4.13
2015,Maine,-17.8
2015,Manhattan,-1.34
2015,Marist,-10.55
2015,Marquette,7.08
2015,Marshall,-6.45
2015,Maryland,13.32
2015,Maryland-Baltimore County,-16.17
2015,Maryland-Eastern Shore,-6.55
2015,Massachusetts,3.59
2015,Massachusetts-Lowell,-11.21
2015,McNeese,-10.05
2015,Memphis,7.15
2015,Mercer,-2.01
2015,Miami,12.0
2015,Miami (OH),-3.75
2015,Michigan,9.56
2015,Michigan State,17.46
2015,Middle Tennessee,0.21
2015,Milwaukee,-4.85
2015,Minnesota,12.34
2015,Mississippi State,2.53
2015,Mississippi Valley State,-23.94
2015,Missouri,1.13
2015,Missouri State,-4.92
2015,Monmouth,-2.18
2015,Montana,-1.75
2015,Montana State,-12.91
2015,Morehead State,-0.66
2015,Morgan State,-16.19
2015,Mount St. Mary's,-6.14
2015,Murray State,7.13
2015,NC State,14.11
2015,NJIT,-3.21
2015,Navy,-7.87
2015,Nebraska,5.9
2015,Nevada,-6.03
2015,New Hampshire,-3.76
2015,New Mexico,2.8
2015,New Mexico State,3.71
2015,New Orleans,-11.86
2015,Niagara,-9.27
2015,Nicholls State,-15.84
2015,Norfolk State,-4.66
2015,North Carolina,20.63
2015,North Carolina A&T,-16.76
2015,North Carolina Central,0.66
2015,North Dakota,-12.16
2015,North Dakota State,-1.72
2015,North Florida,-0.82
2015,North Texas,-4.95
2015,Northeastern,2.03
2015,Northern Arizona,-3.48
2015,Northern Colorado,-6.82
2015,Northern Illinois,-1.79
2015,Northern Iowa,12.54
2015,Northern Kentucky,-6.85
2015,Northwestern,6.11
2015,Northwestern State,-5.48
2015,Notre Dame,19.23
2015,Oakland,-1.28
2015,Ohio,-4.15
2015,Ohio State,19.68
2015,Oklahoma,18.65
2015,Oklahoma State,12.95
2015,Old Dominion,7.68
2015,Ole Miss,11.39
2015,Omaha,-7.18
2015,Oral Roberts,-3.83
2015,Oregon,11.43
2015,Oregon State,5.93
2015,Pacific,-3.19
2015,Penn State,7.77
2015,Pennsylvania,-8.32
2015,Pepperdine,3.86
2015,Pittsburgh,8.45
2015,Portland,3.06
2015,Portland State,-7.75
2015,Prairie View A&M,-10.86
2015,Presbyterian,-16.26
2015,Princeton,-1.34
2015,Providence,13.71
2015,Purdue,12.93
2015,Purdue Fort Wayne,-3.13
2015,Quinnipiac,-1.46
2015,Radford,-3.89
2015,Rhode Island,9.31
2015,Rice,-2.86
2015,Richmond,8.65
2015,Rider,-1.6
2015,Robert Morris,-3.02
2015,Rutgers,0.23
2015,SIU Edwardsville,-7.28
2015,SMU,12.94
2015,Sacramento State,-4.62
2015,Sacred Heart,-7.36
2015,Saint Francis (PA),-5.68
2015,Saint Joseph's,-0.23
2015,Saint Louis,-5.38
2015,Saint Mary's,8.68
2015,Saint Peter's,-2.95
2015,Sam Houston,2.97
2015,Samford,-9.41
2015,San Diego,5.03
2015,San Diego State,11.81
2015,San Francisco,3.08
2015,San Jose State,-16.22
2015,Santa Clara,-0.38
2015,Savannah State,-18.17
2015,Seattle,-5.85
2015,Seton Hall,7.95
2015,Siena,-6.93
2015,South Alabama,-9.46
2015,South Carolina,10.55
2015,South Carolina State,-17.37
2015,South Carolina Upstate,-2.28
2015,South Dakota,-4.9
2015,South Dakota State,3.32
2015,South Florida,-4.96
2015,Southeast Missouri State,-5.23
2015,Southeastern Louisiana,-10.97
2015,Southern,-9.95
2015,Southern California,2.15
2015,Southern Illinois,-3.48
2015,Southern Mississippi,-10.03
2015,Southern Utah,-11.98
2015,St. Bonaventure,3.93
2015,St. Francis (NY),-2.14
2015,St. John's,11.85
2015,Stanford,12.33
2015,Stephen F. Austin,8.61
2015,Stetson,-16.22
2015,Stony Brook,-0.03
2015,Syracuse,11.91
2015,TCU,11.1
2015,Temple,8.2
2015,Tennessee,7.23
2015,Tennessee State,-14.93
2015,Tennessee Tech,-6.49
2015,Tennessee-Martin,-2.12
2015,Texas,16.16
2015,Texas A&M,10.73
2015,Texas A&M-CC,-5.58
2015,Texas Southern,-5.98
2015,Texas State,-5.25
2015,Texas Tech,3.77
2015,Texas-Rio Grande Valley,-14.46
2015,The Citadel,-12.91
2015,Toledo,4.86
2015,Towson,-7.02
2015,Troy,-8.72
2015,Tulane,-1.51
2015,Tulsa,6.66
2015,UAB,1.94
2015,UAlbany,-0.34
2015,UC Davis,2.19
2015,UC Irvine,3.63
2015,UC Riverside,-4.65
2015,UC Santa Barbara,3.47
2015,UCF,-5.73
2015,UCLA,12.07
2015,UConn,8.28
2015,UNC Asheville,-7.19
2015,UNC Greensboro,-7.99
2015,UNC Wilmington,-2.53
2015,UNLV,5.41
2015,UT Arlington,-3.59
2015,UTEP,4.89
2015,UTSA,-3.33
2015,Utah,20.98
2015,Utah State,2.92
2015,Utah Valley,-12.72
2015,VCU,12.79
2015,VMI,-9.85
2015,Valparaiso,6.29
2015,Vanderbilt,11.89
2015,Vermont,1.21
2015,Villanova,23.13
2015,Virginia,21.73
2015,Virginia Tech,1.29
2015,Wagner,-11.47
2015,Wake Forest,4.62
2015,Washington,5.57
2015,Washington State,0.14
2015,Weber State,-7.29
2015,West Virginia,15.12
2015,Western Carolina,-5.83
2015,Western Illinois,-13.81
2015,Western Kentucky,1.12
2015,Western Michigan,0.25
2015,Wichita State,15.56
2015,William & Mary,2.82
2015,Winthrop,-3.9
2015,Wisconsin,24.61
2015,Wofford,2.56
2015,Wright State,-6.41
2015,Wyoming,3.81
2015,Xavier,15.42
2015,Yale,3.53
2015,Youngstown State,-7.63
2016,Abilene Christian,-13.93
2016,Air Force,-5.51
2016,Akron,5.55
2016,Alabama,7.14
2016,Alabama A&M,-13.47
2016,Alabama State,-13.11
2016,Alcorn State,-16.01
2016,American,-14.18
2016,Appalachian State,-7.91
2016,Arizona,18.79
2016,Arizona State,8.28
2016,Arkansas,10.23
2016,Arkansas State,-7.48
2016,Arkansas-Pine Bluff,-19.31
2016,Army,-7.32
2016,Auburn,0.15
2016,Austin Peay,-6.04
2016,BYU,12.36
2016,Ball State,0.11
2016,Baylor,16.13
2016,Belmont,1.19
2016,Bethune-Cookman,-14.35
2016,Binghamton,-14.08
2016,Boise State,7.23
2016,Boston College,-1.61
2016,Boston University,-6.79
2016,Bowling Green,-5.88
2016,Bradley,-10.91
2016,Brown,-8.05
2016,Bryant,-18.58
2016,Bucknell,-2.09
2016,Buffalo,1.34
2016,Butler,16.46
2016,Cal Poly,-3.49
2016,Cal State Bakersfield,2.58
2016,Cal State Fullerton,-7.12
2016,Cal State Northridge,-6.85
2016,California,15.39
2016,Campbell,-11.07
2016,Canisius,-5.62
2016,Central Arkansas,-15.17
2016,Central Connecticut State,-22.35
2016,Central Michigan,-0.67
2016,Charleston Southern,-10.92
2016,Charlotte,-3.14
2016,Chattanooga,3.24
2016,Chicago State,-17.52
2016,Cincinnati,15.19
2016,Clemson,12.03
2016,Cleveland State,-9.17
2016,Coastal Carolina,-1.85
2016,Colgate,-8.61
2016,College of Charleston,2.37
2016,Colorado,12.04
2016,Colorado State,2.31
2016,Columbia,3.45
2016,Coppin State,-15.75
2016,Cornell,-9.55
2016,Creighton,13.69
2016,Dartmouth,-5.58
2016,Davidson,5.74
2016,Dayton,11.34
2016,DePaul,0.83
2016,Delaware,-8.62
2016,Delaware State,-20.88
2016,Denver,-3.34
2016,Detroit Mercy,-2.44
2016,Drake,-5.15
2016,Drexel,-5.42
2016,Duke,19.23
2016,Duquesne,1.41
2016,East Carolina,-0.38
2016,East Tennessee State,-1.49
2016,Eastern Illinois,-8.35
2016,Eastern Kentucky,-3.53
2016,Eastern Michigan,-0.14
2016,Eastern Washington,-4.47
2016,Elon,-0.67
2016,Evansville,8.1
2016,FDU,-10.9
2016,Fairfield,-3.84
2016,Florida,14.69
2016,Florida A&M,-21.74
2016,Florida Atlantic,-10.3
2016,Florida Gulf Coast,-0.79
2016,Florida International,-5.25
2016,Florida State,12.16
2016,Fordham,1.87
2016,Fresno State,5.27
2016,Furman,-2.83
2016,Gardner-Webb,-6.92
2016,George Mason,-1.79
2016,George Washington,11.43
2016,Georgetown,10.31
2016,Georgia,9.41
2016,Georgia Southern,-5.65
2016,Georgia State,-2.8
2016,Georgia Tech,12.51
2016,Gonzaga,16.92
2016,Grambling,-19.62
2016,Grand Canyon,1.43
2016,Green Bay,1.16
2016,Hampton,-8.74
2016,Hartford,-14.29
2016,Harvard,-0.96
2016,Hawaii,9.03
2016,High Point,-0.52
2016,Hofstra,5.02
2016,Holy Cross,-11.2
2016,Houston,10.3
2016,Houston Christian,-10.39
2016,Howard,-14.43
2016,IU Indy,-5.86
2016,Idaho,-5.19
2016,Idaho State,-9.83
2016,Illinois,4.39
2016,Illinois State,3.4
2016,Illinois-Chicago,-14.52
2016,Incarnate Word,-9.2
2016,Indiana,19.59
2016,Indiana State,0.04
2016,Iona,3.59
2016,Iowa,17.01
2016,Iowa State,16.93
2016,Jackson State,-8.66
2016,Jacksonville,-9.34
2016,Jacksonville State,-10.26
2016,James Madison,6.17
2016,Kansas,23.87
2016,Kansas City,-6.31
2016,Kansas State,12.31
2016,Kennesaw State,-8.58
2016,Kent State,-1.53
2016,Kentucky,20.23
2016,LIU,-11.79
2016,LSU,8.79
2016,La Salle,-6.09
2016,Lafayette,-15.0
2016,Lamar,-14.69
2016,Lehigh,-4.42
2016,Liberty,-10.42
2016,Lipscomb,-8.85
2016,Little Rock,7.12
2016,Long Beach State,4.09
2016,Longwood,-11.42
2016,Louisiana,2.62
2016,Louisiana Tech,-0.07
2016,Louisiana-Monroe,-0.18
2016,Louisville,21.57
2016,Loyola Chicago,-0.7
2016,Loyola Maryland,-10.9
2016,Loyola Marymount,-3.63
2016,Maine,-17.39
2016,Manhattan,-7.48
2016,Marist,-11.69
2016,Marquette,7.66
2016,Marshall,0.83
2016,Maryland,16.71
2016,Maryland-Baltimore County,-15.37
2016,Maryland-Eastern Shore,-14.23
2016,Massachusetts,0.64
2016,Massachusetts-Lowell,-13.59
2016,McNeese,-15.24
2016,Memphis,9.84
2016,Mercer,-3.11
2016,Miami,18.52
2016,Miami (OH),-5.91
2016,Michigan,13.75
2016,Michigan State,22.59
2016,Middle Tennessee,2.66
2016,Milwaukee,2.89
2016,Minnesota,0.86
2016,Mississippi State,8.18
2016,Mississippi Valley State,-19.86
2016,Missouri,2.5
2016,Missouri State,-3.52
2016,Monmouth,5.29
2016,Montana,-0.72
2016,Montana State,-6.91
2016,Morehead State,1.04
2016,Morgan State,-12.57
2016,Mount St. Mary's,-9.93
2016,Murray State,-1.58
2016,NC State,9.83
2016,NJIT,-4.17
2016,Navy,-4.99
2016,Nebraska,8.84
2016,Nevada,2.85
2016,New Hampshire,-7.89
2016,New Mexico,5.21
2016,New Mexico State,3.59
2016,New Orleans,-14.21
2016,Niagara,-11.26
2016,Nicholls State,-16.68
2016,Norfolk State,-7.55
2016,North Carolina,23.44
2016,North Carolina A&T,-16.78
2016,North Carolina Central,-13.0
2016,North Dakota,-3.68
2016,North Dakota State,-0.93
2016,North Florida,-1.41
2016,North Texas,-9.83
2016,Northeastern,1.6
2016,Northern Arizona,-18.29
2016,Northern Colorado,-12.22
2016,Northern Illinois,-0.46
2016,Northern Iowa,8.78
2016,Northern Kentucky,-6.87
2016,Northwestern,10.16
2016,Northwestern State,-15.74
2016,Notre Dame,14.1
2016,Oakland,6.3
2016,Ohio,1.9
2016,Ohio State,9.39
2016,Oklahoma,19.76
2016,Oklahoma State,8.18
2016,Old Dominion,4.66
2016,Ole Miss,7.91
2016,Omaha,-0.24
2016,Oral Roberts,-2.69
2016,Oregon,18.05
2016,Oregon State,10.39
2016,Pacific,-3.57
2016,Penn State,3.17
2016,Pennsylvania,-6.18
2016,Pepperdine,2.33
2016,Pittsburgh,15.47
2016,Portland,-2.21
2016,Portland State,-8.15
2016,Prairie View A&M,-17.43
2016,Presbyterian,-13.38
2016,Princeton,7.17
2016,Providence,11.94
2016,Purdue,20.17
2016,Purdue Fort Wayne,0.0
2016,Quinnipiac,-10.38
2016,Radford,-5.17
2016,Rhode Island,7.92
2016,Rice,-8.8
2016,Richmond,7.28
2016,Rider,-5.0
2016,Robert Morris,-13.53
2016,Rutgers,-7.06
2016,SIU Edwardsville,-10.78
2016,SMU,18.42
2016,Sacramento State,-8.63
2016,Sacred Heart,-13.01
2016,Saint Francis (PA),-12.57
2016,Saint Joseph's,12.1
2016,Saint Louis,-2.73
2016,Saint Mary's,13.6
2016,Saint Peter's,-5.0
2016,Sam Houston,-6.06
2016,Samford,-5.94
2016,San Diego,-7.78
2016,San Diego State,11.89
2016,San Francisco,-2.92
2016,San Jose State,-5.79
2016,Santa Clara,-4.67
2016,Savannah State,-15.39
2016,Seattle,-9.62
2016,Seton Hall,14.66
2016,Siena,1.73
2016,South Alabama,-8.18
2016,South Carolina,12.01
2016,South Carolina State,-9.99
2016,South Carolina Upstate,-13.78
2016,South Dakota,-5.58
2016,South Dakota State,5.44
2016,South Florida,-2.85
2016,Southeast Missouri State,-16.05
2016,Southeastern Louisiana,-13.61
2016,Southern,-7.68
2016,Southern California,13.52
2016,Southern Illinois,2.79
2016,Southern Mississippi,-10.58
2016,Southern Utah,-17.36
2016,St. Bonaventure,6.55
2016,St. Francis (NY),-11.24
2016,St. John's,-1.9
2016,Stanford,8.06
2016,Stephen F. Austin,9.23
2016,Stetson,-10.78
2016,Stony Brook,3.75
2016,Syracuse,14.62
2016,TCU,4.07
2016,Temple,7.69
2016,Tennessee,7.8
2016,Tennessee State,-1.81
2016,Tennessee Tech,-3.21
2016,Tennessee-Martin,-5.57
2016,Texas,14.8
2016,Texas A&M,18.45
2016,Texas A&M-CC,-3.18
2016,Texas Southern,-4.64
2016,Texas State,-5.36
2016,Texas Tech,12.41
2016,Texas-Rio Grande Valley,-17.88
2016,The Citadel,-15.95
2016,Toledo,2.96
