season,team,srs
2023,North Texas,10.71
2023,Northeastern,-10.33
2023,Northern Arizona,-3.87
2023,Northern Colorado,-4.65
2023,Northern Illinois,-6.55
2023,Northern Iowa,-2.68
2023,Northern Kentucky,-0.83
2023,Northwestern,13.68
2023,Northwestern State,-4.72
2023,Notre Dame,2.09
2023,Oakland,-8.06
2023,Ohio,1.07
2023,Ohio State,12.99
2023,Oklahoma,11.38
2023,Oklahoma State,12.62
2023,Old Dominion,-0.41
2023,Ole Miss,5.73
2023,Omaha,-10.8
2023,Oral Roberts,8.55
2023,Oregon,13.83
2023,Oregon State,0.08
2023,Pacific,-0.56
2023,Penn State,13.04
2023,Pennsylvania,0.85
2023,Pepperdine,-0.12
2023,Pittsburgh,10.59
2023,Portland,1.68
2023,Portland State,-5.17
2023,Prairie View A&M,-8.92
2023,Presbyterian,-13.55
2023,Princeton,4.76
2023,Providence,12.89
2023,Purdue,18.23
2023,Purdue Fort Wayne,-5.46
2023,Queens (NC),-4.16
2023,Quinnipiac,-2.43
2023,Radford,-1.86
2023,Rhode Island,-4.16
2023,Rice,-1.95
2023,Richmond,1.43
2023,Rider,-3.49
2023,Robert Morris,-5.83
2023,Rutgers,14.58
2023,SIU Edwardsville,-6.45
2023,SMU,-0.12
2023,Sacramento State,-4.63
2023,Sacred Heart,-12.78
2023,Saint Francis (PA),-13.41
2023,Saint Joseph's,-0.33
2023,Saint Louis,6.04
2023,Saint Mary's,17.41
2023,Saint Peter's,-9.9
2023,Sam Houston,7.15
2023,Samford,0.5
2023,San Diego,-2.06
2023,San Diego State,15.81
2023,San Francisco,6.0
2023,San Jose State,5.17
2023,Santa Clara,8.55
2023,Seattle,0.91
2023,Seton Hall,11.0
2023,Siena,-3.44
2023,South Alabama,3.58
2023,South Carolina,-2.28
2023,South Carolina State,-16.73
2023,South Carolina Upstate,-7.44
2023,South Dakota,-9.87
2023,South Dakota State,-1.82
2023,South Florida,1.95
2023,Southeast Missouri State,-7.4
2023,Southeastern Louisiana,-8.0
2023,Southern,-8.57
2023,Southern California,13.06
2023,Southern Illinois,1.15
2023,Southern Indiana,-8.87
2023,Southern Mississippi,3.31
2023,Southern Utah,3.39
2023,St. Bonaventure,-1.32
2023,St. Francis (NY),-16.49
2023,St. John's,8.64
2023,St. Thomas,-3.1
2023,Stanford,9.64
2023,Stephen F. Austin,0.73
2023,Stetson,-2.83
2023,Stonehill,-12.86
2023,Stony Brook,-12.45
2023,Syracuse,5.39
2023,TCU,15.61
2023,Tarleton State,-0.76
2023,Temple,4.68
2023,Tennessee,20.84
2023,Tennessee State,-9.01
2023,Tennessee Tech,-9.4
2023,Tennessee-Martin,-8.67
2023,Texas,20.56
2023,Texas A&M,13.76
2023,Texas A&M-CC,-2.57
2023,Texas Southern,-10.56
2023,Texas State,-2.32
2023,Texas Tech,12.58
2023,Texas-Rio Grande Valley,-6.48
2023,The Citadel,-12.13
2023,Toledo,5.76
2023,Towson,0.24
2023,Troy,1.39
2023,Tulane,5.46
2023,Tulsa,-8.48
2023,UAB,10.96
2023,UAlbany,-14.36
2023,UC Davis,-0.31
2023,UC Irvine,4.16
2023,UC Riverside,0.72
2023,UC San Diego,-6.94
2023,UC Santa Barbara,3.3
2023,UCF,11.09
2023,UCLA,22.11
2023,UConn,22.95
2023,UNC Asheville,-1.74
2023,UNC Greensboro,1.66
2023,UNC Wilmington,-1.17
2023,UNLV,7.2
2023,UT Arlington,-4.98
2023,UTEP,-0.74
2023,UTSA,-7.74
2023,Utah,11.34
2023,Utah State,14.23
2023,Utah Tech,-0.16
2023,Utah Valley,8.48
2023,VCU,9.89
2023,VMI,-16.14
2023,Valparaiso,-8.72
2023,Vanderbilt,8.98
2023,Vermont,1.63
2023,Villanova,10.61
2023,Virginia,13.28
2023,Virginia Tech,9.36
2023,Wagner,-11.81
2023,Wake Forest,8.25
2023,Washington,6.78
2023,Washington State,10.53
2023,Weber State,-2.94
2023,West Virginia,15.95
2023,Western Carolina,-6.34
2023,Western Illinois,-7.59
2023,Western Kentucky,-0.81
2023,Western Michigan,-10.55
2023,Wichita State,5.78
2023,William & Mary,-10.99
2023,Winthrop,-6.63
2023,Wisconsin,10.98
2023,Wofford,-5.02
2023,Wright State,-2.34
2023,Wyoming,2.02
2023,Xavier,16.03
2023,Yale,7.81
2023,Youngstown State,1.67
2024,Abilene Christian,-4.12
2024,Air Force,-4.77
2024,Akron,2.77
2024,Alabama,20.69
2024,Alabama A&M,-14.35
2024,Alabama State,-11.73
2024,Alcorn State,-11.58
2024,American,-8.96
2024,Appalachian State,6.04
2024,Arizona,24.54
2024,Arizona State,4.58
2024,Arkansas,6.12
2024,Arkansas State,0.28
2024,Arkansas-Pine Bluff,-15.56
2024,Army,-14.67
2024,Auburn,22.46
2024,Austin Peay,-6.13
2024,BYU,19.33
2024,Ball State,-6.68
2024,Baylor,19.5
2024,Bellarmine,-11.79
2024,Belmont,2.79
2024,Bethune-Cookman,-11.87
2024,Binghamton,-9.29
2024,Boise State,13.31
2024,Boston College,9.48
2024,Boston University,-9.93
2024,Bowling Green,-4.93
2024,Bradley,9.48
2024,Brown,-3.6
2024,Bryant,-3.06
2024,Bucknell,-8.33
2024,Buffalo,-15.12
2024,Butler,12.18
2024,Cal Poly,-13.64
2024,Cal State Bakersfield,-5.37
2024,Cal State Fullerton,-5.15
2024,Cal State Northridge,-4.78
2024,California,4.94
2024,California Baptist,-2.32
2024,Campbell,-10.62
2024,Canisius,-7.95
2024,Central Arkansas,-15.7
2024,Central Connecticut State,-8.15
2024,Central Michigan,-8.07
2024,Charleston Southern,-12.03
2024,Charlotte,4.09
2024,Chattanooga,-0.21
2024,Chicago State,-9.34
2024,Cincinnati,15.06
2024,Clemson,16.2
2024,Cleveland State,-3.47
2024,Coastal Carolina,-10.47
2024,Colgate,-0.31
2024,College of Charleston,4.09
2024,Colorado,15.95
2024,Colorado State,13.4
2024,Columbia,-5.43
2024,Coppin State,-21.46
2024,Cornell,3.58
2024,Creighton,20.07
2024,Dartmouth,-13.99
2024,Davidson,3.63
2024,Dayton,13.45
2024,DePaul,-6.23
2024,Delaware,-1.68
2024,Delaware State,-10.51
2024,Denver,-7.39
2024,Detroit Mercy,-16.9
2024,Drake,11.08
2024,Drexel,1.14
2024,Duke,20.67
2024,Duquesne,7.35
2024,East Carolina,-0.62
2024,East Tennessee State,-3.11
2024,East Texas A&M,-14.52
2024,Eastern Illinois,-11.6
2024,Eastern Kentucky,-5.42
2024,Eastern Michigan,-12.76
2024,Eastern Washington,-1.03
2024,Elon,-11.43
2024,Evansville,-3.69
2024,FDU,-14.41
2024,Fairfield,-3.17
2024,Florida,15.17
2024,Florida A&M,-15.82
2024,Florida Atlantic,13.26
2024,Florida Gulf Coast,-6.28
2024,Florida International,-8.01
2024,Florida State,9.52
2024,Fordham,-0.46
2024,Fresno State,-3.29
2024,Furman,0.21
2024,Gardner-Webb,-4.66
2024,George Mason,6.36
2024,George Washington,-1.03
2024,Georgetown,0.68
2024,Georgia,8.63
2024,Georgia Southern,-8.44
2024,Georgia State,-4.59
2024,Georgia Tech,4.6
2024,Gonzaga,17.93
2024,Grambling,-9.63
2024,Grand Canyon,10.45
2024,Green Bay,-5.64
2024,Hampton,-15.82
2024,Harvard,-4.58
2024,Hawaii,-0.07
2024,High Point,2.15
2024,Hofstra,2.31
2024,Holy Cross,-17.12
2024,Houston,25.69
2024,Houston Christian,-19.37
2024,Howard,-8.69
2024,IU Indy,-21.31
2024,Idaho,-11.29
2024,Idaho State,-7.49
2024,Illinois,19.56
2024,Illinois State,-1.38
2024,Illinois-Chicago,-1.61
2024,Incarnate Word,-16.4
2024,Indiana,7.74
2024,Indiana State,13.44
2024,Iona,-5.19
2024,Iowa,13.0
2024,Iowa State,22.3
2024,Jackson State,-11.5
2024,Jacksonville,-9.84
2024,Jacksonville State,-3.55
2024,James Madison,8.19
2024,Kansas,16.35
2024,Kansas City,-5.32
2024,Kansas State,11.06
2024,Kennesaw State,-8.02
2024,Kent State,-0.76
2024,Kentucky,16.79
2024,LIU,-17.86
2024,LSU,8.14
2024,La Salle,-1.62
2024,Lafayette,-11.17
2024,Lamar,-5.47
2024,Le Moyne,-11.07
2024,Lehigh,-7.47
2024,Liberty,1.58
2024,Lindenwood,-18.73
2024,Lipscomb,-1.94
2024,Little Rock,-3.42
2024,Long Beach State,-1.19
2024,Longwood,-2.04
2024,Louisiana,-0.6
2024,Louisiana Tech,4.83
2024,Louisiana-Monroe,-10.05
2024,Louisville,0.45
2024,Loyola Chicago,6.57
2024,Loyola Maryland,-16.17
2024,Loyola Marymount,-0.06
2024,Maine,-6.39
2024,Manhattan,-15.28
2024,Marist,-5.64
2024,Marquette,19.27
2024,Marshall,-5.42
2024,Maryland,10.6
2024,Maryland-Baltimore County,-8.67
2024,Maryland-Eastern Shore,-17.33
2024,Massachusetts,7.59
2024,Massachusetts-Lowell,-1.28
2024,McNeese,6.42
2024,Memphis,9.0
2024,Mercer,-4.65
2024,Merrimack,-5.24
2024,Miami,9.59
2024,Miami (OH),-6.45
2024,Michigan,5.28
2024,Michigan State,17.72
2024,Middle Tennessee,-7.45
2024,Milwaukee,-5.01
2024,Minnesota,9.51
2024,Mississippi State,14.19
2024,Mississippi Valley State,-26.17
2024,Missouri,3.27
2024,Missouri State,0.98
2024,Monmouth,-3.17
2024,Montana,-1.41
2024,Montana State,-5.34
2024,Morehead State,0.51
2024,Morgan State,-16.07
2024,Mount St. Mary's,-6.54
2024,Murray State,0.36
2024,NC State,12.81
2024,NJIT,-14.65
2024,Navy,-11.7
2024,Nebraska,14.36
2024,Nevada,12.85
2024,New Hampshire,-6.15
2024,New Mexico,15.04
2024,New Mexico State,-8.62
2024,New Orleans,-16.8
2024,Niagara,-8.4
2024,Nicholls State,-7.14
2024,Norfolk State,-5.76
2024,North Alabama,-7.17
2024,North Carolina,21.36
2024,North Carolina A&T,-16.31
2024,North Carolina Central,-7.88
2024,North Dakota,-6.24
2024,North Dakota State,-7.57
2024,North Florida,-6.95
2024,North Texas,8.41
2024,Northeastern,-6.09
2024,Northern Arizona,-12.17
2024,Northern Colorado,-4.44
2024,Northern Illinois,-9.16
2024,Northern Iowa,3.83
2024,Northern Kentucky,-3.66
2024,Northwestern,12.77
2024,Northwestern State,-14.42
2024,Notre Dame,4.94
2024,Oakland,2.02
2024,Ohio,0.48
2024,Ohio State,13.64
2024,Oklahoma,14.66
2024,Oklahoma State,6.25
2024,Old Dominion,-8.35
2024,Ole Miss,8.3
2024,Omaha,-7.38
2024,Oral Roberts,-7.43
2024,Oregon,12.22
2024,Oregon State,3.28
2024,Pacific,-17.42
2024,Penn State,9.22
2024,Pennsylvania,-3.33
2024,Pepperdine,-2.14
2024,Pittsburgh,14.89
2024,Portland,-8.2
2024,Portland State,-7.15
2024,Prairie View A&M,-15.41
2024,Presbyterian,-8.13
2024,Princeton,6.55
2024,Providence,12.56
2024,Purdue,24.93
2024,Purdue Fort Wayne,-0.74
2024,Queens (NC),-8.75
2024,Quinnipiac,-3.08
2024,Radford,-5.66
2024,Rhode Island,-2.26
2024,Rice,-3.22
2024,Richmond,7.67
2024,Rider,-5.73
2024,Robert Morris,-9.57
2024,Rutgers,7.41
2024,SIU Edwardsville,-9.08
2024,SMU,10.22
2024,Sacramento State,-10.87
2024,Sacred Heart,-9.91
2024,Saint Francis (PA),-18.6
2024,Saint Joseph's,6.59
2024,Saint Louis,-1.57
2024,Saint Mary's,16.31
2024,Saint Peter's,-4.58
2024,Sam Houston,-0.37
2024,Samford,6.32
2024,San Diego,-5.31
2024,San Diego State,14.68
2024,San Francisco,9.68
2024,San Jose State,-3.82
2024,Santa Clara,5.39
2024,Seattle,4.03
2024,Seton Hall,12.67
2024,Siena,-19.2
2024,South Alabama,-5.92
2024,South Carolina,10.98
2024,South Carolina State,-11.85
2024,South Carolina Upstate,-9.36
2024,South Dakota,-12.55
2024,South Dakota State,0.52
2024,South Florida,7.37
2024,Southeast Missouri State,-18.25
2024,Southeastern Louisiana,-11.31
2024,Southern,-8.74
2024,Southern California,9.36
2024,Southern Illinois,4.1
2024,Southern Indiana,-13.63
2024,Southern Mississippi,-5.93
2024,Southern Utah,-5.72
2024,St. Bonaventure,6.77
2024,St. John's,16.49
2024,St. Thomas,-0.92
2024,Stanford,7.35
2024,Stephen F. Austin,-0.95
2024,Stetson,-5.09
2024,Stonehill,-20.1
2024,Stony Brook,-2.59
2024,Syracuse,8.53
2024,TCU,14.62
2024,Tarleton State,1.4
2024,Temple,-1.26
2024,Tennessee,21.81
2024,Tennessee State,-9.64
2024,Tennessee Tech,-15.04
2024,Tennessee-Martin,-5.57
2024,Texas,15.91
2024,Texas A&M,13.35
2024,Texas A&M-CC,-4.45
2024,Texas Southern,-9.09
2024,Texas State,-3.71
2024,Texas Tech,14.96
2024,Texas-Rio Grande Valley,-13.39
2024,The Citadel,-6.53
2024,Toledo,1.78
2024,Towson,0.19
2024,Troy,1.24
2024,Tulane,3.65
2024,Tulsa,-1.2
2024,UAB,5.14
2024,UAlbany,-6.6
2024,UC Davis,-1.33
2024,UC Irvine,6.89
2024,UC Riverside,-4.26
2024,UC San Diego,2.04
2024,UC Santa Barbara,-3.19
2024,UCF,11.92
2024,UCLA,7.5
2024,UConn,26.7
2024,UNC Asheville,-1.92
2024,UNC Greensboro,-0.27
2024,UNC Wilmington,1.21
2024,UNLV,8.38
2024,UT Arlington,2.38
2024,UTEP,-1.49
2024,UTSA,-5.26
2024,Utah,15.0
2024,Utah State,11.56
2024,Utah Tech,-8.08
2024,Utah Valley,-1.33
2024,VCU,8.7
2024,VMI,-20.65
2024,Valparaiso,-8.25
2024,Vanderbilt,0.19
2024,Vermont,2.78
2024,Villanova,14.44
2024,Virginia,10.45
2024,Virginia Tech,11.91
2024,Wagner,-10.64
2024,Wake Forest,14.94
2024,Washington,11.85
2024,Washington State,14.02
2024,Weber State,-0.49
2024,West Virginia,3.73
2024,Western Carolina,1.96
2024,Western Illinois,-8.75
2024,Western Kentucky,1.19
2024,Western Michigan,-9.3
2024,Wichita State,2.02
2024,William & Mary,-11.33
2024,Winthrop,-1.97
2024,Wisconsin,16.01
2024,Wofford,-3.87
2024,Wright State,-0.22
2024,Wyoming,0.54
2024,Xavier,12.23
2024,Yale,4.63
2024,Youngstown State,0.97
2025,Abilene Christian,-5.84
2025,Air Force,-8.07
2025,Akron,3.22
2025,Alabama,25.54
2025,Alabama A&M,-20.52
2025,Alabama State,-8.99
2025,Alcorn State,-14.06
2025,American,-7.64
2025,Appalachian State,-2.59
2025,Arizona,22.94
2025,Arizona State,10.62
2025,Arkansas,17.09
2025,Arkansas State,5.81
2025,Arkansas-Pine Bluff,-24.34
2025,Army,-12.11
2025,Auburn,28.68
2025,Austin Peay,-9.57
2025,BYU,19.07
2025,Ball State,-7.95
2025,Baylor,18.77
2025,Bellarmine,-15.26
2025,Belmont,1.94
2025,Bethune-Cookman,-10.22
2025,Binghamton,-13.5
2025,Boise State,13.86
2025,Boston College,-0.25
2025,Boston University,-11.0
2025,Bowling Green,-9.53
2025,Bradley,6.4
2025,Brown,-5.21
2025,Bryant,-1.99
2025,Bucknell,-5.35
2025,Buffalo,-15.16
2025,Butler,10.03
2025,Cal Poly,-2.47
2025,Cal State Bakersfield,-5.93
2025,Cal State Fullerton,-15.96
2025,Cal State Northridge,1.83
2025,California,5.48
2025,California Baptist,-1.13
2025,Campbell,-5.39
2025,Canisius,-19.26
2025,Central Arkansas,-15.16
2025,Central Connecticut State,-4.47
2025,Central Michigan,-4.51
2025,Charleston Southern,-11.12
2025,Charlotte,-5.45
2025,Chattanooga,2.37
2025,Chicago State,-21.12
2025,Cincinnati,14.23
2025,Clemson,17.81
2025,Cleveland State,-1.55
2025,Coastal Carolina,-12.13
2025,Colgate,-7.71
2025,College of Charleston,-0.6
2025,Colorado,9.62
2025,Colorado State,13.94
2025,Columbia,-9.18
2025,Coppin State,-21.26
2025,Cornell,0.91
2025,Creighton,16.49
2025,Dartmouth,-4.74
2025,Davidson,1.02
2025,Dayton,8.14
2025,DePaul,5.3
2025,Delaware,-6.11
2025,Delaware State,-12.24
2025,Denver,-10.4
2025,Detroit Mercy,-13.46
2025,Drake,9.6
2025,Drexel,-3.64
2025,Duke,30.72
2025,Duquesne,1.18
2025,East Carolina,-0.69
2025,East Tennessee State,-1.07
2025,East Texas A&M,-12.38
2025,Eastern Illinois,-12.62
2025,Eastern Kentucky,-3.86
2025,Eastern Michigan,-9.21
2025,Eastern Washington,-8.85
2025,Elon,-4.32
2025,Evansville,-6.02
2025,FDU,-11.96
2025,Fairfield,-14.52
2025,Florida,27.78
2025,Florida A&M,-13.37
2025,Florida Atlantic,3.72
2025,Florida Gulf Coast,-2.89
2025,Florida International,-6.72
2025,Florida State,8.43
2025,Fordham,-4.44
2025,Fresno State,-5.6
2025,Furman,-0.15
2025,Gardner-Webb,-8.21
2025,George Mason,7.2
2025,George Washington,2.0
2025,Georgetown,8.18
2025,Georgia,16.36
2025,Georgia Southern,-7.53
2025,Georgia State,-7.51
2025,Georgia Tech,6.3
2025,Gonzaga,23.75
2025,Grambling,-12.44
2025,Grand Canyon,4.97
2025,Green Bay,-13.21
2025,Hampton,-5.21
2025,Harvard,-7.89
2025,Hawaii,-3.57
2025,High Point,5.3
2025,Hofstra,-4.97
2025,Holy Cross,-12.54
2025,Houston,28.45
2025,Houston Christian,-8.17
2025,Howard,-12.02
2025,IU Indy,-11.52
2025,Idaho,-8.0
2025,Idaho State,-3.95
2025,Illinois,21.59
2025,Illinois State,1.91
2025,Illinois-Chicago,-0.63
2025,Incarnate Word,-5.61
2025,Indiana,14.63
2025,Indiana State,-3.15
2025,Iona,-8.58
2025,Iowa,12.85
2025,Iowa State,22.33
2025,Jackson State,-9.39
2025,Jacksonville,-4.29
2025,Jacksonville State,1.76
2025,James Madison,-1.72
2025,Kansas,20.09
2025,Kansas City,-5.66
2025,Kansas State,10.89
2025,Kennesaw State,0.5
2025,Kent State,1.42
2025,Kentucky,21.26
2025,LIU,-10.97
2025,LSU,9.93
2025,La Salle,-3.64
2025,Lafayette,-10.19
2025,Lamar,-2.17
2025,Le Moyne,-17.81
2025,Lehigh,-10.29
2025,Liberty,7.42
2025,Lindenwood,-13.17
2025,Lipscomb,4.39
2025,Little Rock,-6.86
2025,Long Beach State,-10.29
2025,Longwood,-4.63
2025,Louisiana,-10.7
2025,Louisiana Tech,1.45
2025,Louisiana-Monroe,-15.1
2025,Louisville,18.49
2025,Loyola Chicago,3.41
2025,Loyola Maryland,-11.85
2025,Loyola Marymount,1.2
2025,Maine,-6.58
2025,Manhattan,-7.67
2025,Marist,-8.95
2025,Marquette,18.19
2025,Marshall,-2.26
2025,Maryland,23.33
2025,Maryland-Baltimore County,-11.56
2025,Maryland-Eastern Shore,-20.65
2025,Massachusetts,-3.08
2025,Massachusetts-Lowell,-7.64
2025,McNeese,9.14
2025,Memphis,12.15
2025,Mercer,-8.44
2025,Mercyhurst,-15.65
2025,Merrimack,-4.65
2025,Miami,0.38
2025,Miami (OH),-0.92
2025,Michigan,20.21
2025,Michigan State,22.43
2025,Middle Tennessee,2.52
2025,Milwaukee,0.35
2025,Minnesota,8.48
2025,Mississippi State,17.14
2025,Mississippi Valley State,-34.6
2025,Missouri,19.49
2025,Missouri State,-3.94
2025,Monmouth,-8.14
2025,Montana,-1.45
2025,Montana State,-2.77
2025,Morehead State,-13.65
2025,Morgan State,-15.13
2025,Mount St. Mary's,-7.91
2025,Murray State,0.81
2025,NC State,5.56
2025,NJIT,-17.92
2025,Navy,-9.9
2025,Nebraska,13.86
2025,Nevada,9.44
2025,New Hampshire,-19.8
2025,New Mexico,15.2
2025,New Mexico State,0.86
2025,New Orleans,-15.16
2025,Niagara,-12.79
2025,Nicholls State,-2.13
2025,Norfolk State,-3.72
2025,North Alabama,1.02
2025,North Carolina,17.27
2025,North Carolina A&T,-13.28
2025,North Carolina Central,-12.91
2025,North Dakota,-7.39
2025,North Dakota State,1.11
2025,North Florida,-8.48
2025,North Texas,7.7
2025,Northeastern,-4.64
2025,Northern Arizona,-6.53
2025,Northern Colorado,1.1
2025,Northern Illinois,-16.6
2025,Northern Iowa,5.24
2025,Northern Kentucky,-4.79
2025,Northwestern,14.4
2025,Northwestern State,-5.07
2025,Notre Dame,7.07
2025,Oakland,-2.67
2025,Ohio,-2.63
2025,Ohio State,17.86
2025,Oklahoma,14.86
2025,Oklahoma State,6.89
2025,Old Dominion,-9.71
2025,Ole Miss,18.28
2025,Omaha,-1.61
2025,Oral Roberts,-11.71
2025,Oregon,18.0
2025,Oregon State,8.62
2025,Pacific,-7.11
2025,Penn State,13.57
2025,Pennsylvania,-10.56
2025,Pepperdine,-2.82
2025,Pittsburgh,13.27
2025,Portland,-7.29
2025,Portland State,-4.41
2025,Prairie View A&M,-19.3
2025,Presbyterian,-6.68
2025,Princeton,-2.85
2025,Providence,7.17
2025,Purdue,20.8
2025,Purdue Fort Wayne,-1.0
2025,Queens (NC),-5.41
2025,Quinnipiac,-5.94
2025,Radford,-2.72
2025,Rhode Island,1.06
2025,Rice,-2.08
2025,Richmond,-5.48
2025,Rider,-12.06
2025,Robert Morris,0.4
2025,Rutgers,10.41
2025,SIU Edwardsville,-6.12
2025,SMU,14.35
2025,Sacramento State,-14.1
2025,Sacred Heart,-9.0
2025,Saint Francis (PA),-12.76
2025,Saint Joseph's,7.28
2025,Saint Louis,3.04
2025,Saint Mary's,17.43
2025,Saint Peter's,-10.64
2025,Sam Houston,-2.86
2025,Samford,1.13
2025,San Diego,-8.37
2025,San Diego State,12.77
2025,San Francisco,10.46
2025,San Jose State,0.5
2025,Santa Clara,13.22
2025,Seattle,-0.21
2025,Seton Hall,-0.26
2025,Siena,-7.46
2025,South Alabama,1.52
2025,South Carolina,9.89
2025,South Carolina State,-4.62
2025,South Carolina Upstate,-15.67
2025,South Dakota,-5.69
2025,South Dakota State,2.15
2025,South Florida,-2.15
2025,Southeast Missouri State,-4.84
2025,Southeastern Louisiana,-4.0
2025,Southern,-6.83
2025,Southern California,12.97
2025,Southern Illinois,-2.22
2025,Southern Indiana,-13.86
2025,Southern Mississippi,-9.91
2025,Southern Utah,-10.63
2025,St. Bonaventure,2.92
2025,St. John's,21.25
2025,St. Thomas,1.01
2025,Stanford,8.78
2025,Stephen F. Austin,-8.01
2025,Stetson,-16.7
2025,Stonehill,-13.12
2025,Stony Brook,-13.84
2025,Syracuse,4.95
2025,TCU,10.49
2025,Tarleton State,-10.31
2025,Temple,-0.24
2025,Tennessee,24.2
2025,Tennessee State,-8.01
2025,Tennessee Tech,-11.09
2025,Tennessee-Martin,-11.18
2025,Texas,15.65
2025,Texas A&M,19.3
2025,Texas A&M-CC,-0.99
2025,Texas Southern,-10.27
2025,Texas State,-3.6
2025,Texas Tech,23.05
2025,Texas-Rio Grande Valley,-6.05
2025,The Citadel,-18.37
2025,Toledo,-6.03
2025,Towson,-1.92
2025,Troy,3.55
2025,Tulane,1.24
2025,Tulsa,-5.93
2025,UAB,4.7
2025,UAlbany,-9.75
2025,UC Davis,-6.41
2025,UC Irvine,7.6
2025,UC Riverside,-1.47
2025,UC San Diego,12.63
2025,UC Santa Barbara,0.28
2025,UCF,10.59
2025,UCLA,19.68
2025,UConn,17.87
2025,UNC Asheville,-5.36
2025,UNC Greensboro,-0.99
2025,UNC Wilmington,2.36
2025,UNLV,6.65
2025,UT Arlington,-5.55
2025,UTEP,-0.63
2025,UTSA,-2.55
2025,Utah,11.44
2025,Utah State,13.56
2025,Utah Tech,-10.29
2025,Utah Valley,1.91
2025,VCU,14.45
2025,VMI,-11.25
2025,Valparaiso,-2.9
2025,Vanderbilt,14.66
2025,Vermont,-8.06
2025,Villanova,13.28
2025,Virginia,5.71
2025,Virginia Tech,2.62
2025,Wagner,-15.75
2025,Wake Forest,9.63
2025,Washington,6.26
2025,Washington State,4.67
2025,Weber State,-9.64
2025,West Georgia,-15.57
2025,West Virginia,14.89
2025,Western Carolina,-15.83
2025,Western Illinois,-15.22
2025,Western Kentucky,-0.5
2025,Western Michigan,-9.55
2025,Wichita State,2.29
2025,William & Mary,-6.26
2025,Winthrop,-1.68
2025,Wisconsin,20.73
2025,Wofford,-0.13
2025,Wright State,-4.89
2025,Wyoming,-0.67
2025,Xavier,15.25
2025,Yale,6.66
2025,Youngstown State,-3.85
2026,Abilene Christian,-7.18
2026,Air Force,-13.66
2026,Akron,9.04
2026,Alabama,22.7
2026,Alabama A&M,-12.99
2026,Alabama State,-14.21
2026,Alcorn State,-19.82
2026,American,-6.91
2026,Appalachian State,-3.77
2026,Arizona,29.92
2026,Arizona State,10.79
2026,Arkansas,22.43
2026,Arkansas State,-0.65
2026,Arkansas-Pine Bluff,-14.79
2026,Army,-15.28
2026,Auburn,17.02
2026,Austin Peay,-2.25
2026,BYU,21.04
2026,Ball State,-9.58
2026,Baylor,15.33
2026,Bellarmine,-9.0
2026,Belmont,8.95
2026,Bethune-Cookman,-9.38
2026,Binghamton,-20.67
2026,Boise State,12.04
2026,Boston College,3.39
2026,Boston University,-8.08
2026,Bowling Green,0.47
2026,Bradley,3.83
2026,Brown,-9.9
2026,Bryant,-18.19
2026,Bucknell,-14.38
2026,Buffalo,-3.52
2026,Butler,10.47
2026,Cal Poly,-4.17
2026,Cal State Bakersfield,-12.69
2026,Cal State Fullerton,-1.75
2026,Cal State Northridge,-1.96
2026,California,11.67
2026,California Baptist,2.52
2026,Campbell,-2.85
2026,Canisius,-16.98
2026,Central Arkansas,-1.34
2026,Central Connecticut State,-11.33
2026,Central Michigan,-8.48
2026,Charleston Southern,-6.7
2026,Charlotte,-0.2
2026,Chattanooga,-10.89
2026,Chicago State,-16.28
2026,Cincinnati,15.5
2026,Clemson,16.99
2026,Cleveland State,-13.07
2026,Coastal Carolina,-7.52
2026,Colgate,-5.99
2026,College of Charleston,-1.17
2026,Colorado,10.89
2026,Colorado State,8.56
2026,Columbia,-2.56
2026,Coppin State,-24.84
2026,Cornell,-1.67
2026,Creighton,10.57
2026,Dartmouth,-8.24
2026,Davidson,4.27
2026,Dayton,8.85
2026,DePaul,7.45
2026,Delaware,-8.65
2026,Delaware State,-22.55
2026,Denver,-5.76
2026,Detroit Mercy,-5.62
2026,Drake,-0.93
2026,Drexel,-4.73
2026,Duke,31.55
2026,Duquesne,3.38
2026,East Carolina,-5.73
2026,East Tennessee State,-0.64
2026,East Texas A&M,-11.01
2026,Eastern Illinois,-13.46
2026,Eastern Kentucky,-10.18
2026,Eastern Michigan,-5.71
2026,Eastern Washington,-1.98
2026,Elon,-5.48
2026,Evansville,-8.81
2026,FDU,-14.99
2026,Fairfield,-8.06
2026,Florida,27.9
2026,Florida A&M,-14.02
2026,Florida Atlantic,3.77
2026,Florida Gulf Coast,-6.41
2026,Florida International,-1.82
2026,Florida State,11.66
2026,Fordham,0.25
2026,Fresno State,3.5
2026,Furman,-3.24
2026,Gardner-Webb,-22.36
2026,George Mason,6.45
2026,George Washington,9.05
2026,Georgetown,9.22
2026,Georgia,19.57
2026,Georgia Southern,-6.48
2026,Georgia State,-11.59
2026,Georgia Tech,3.1
2026,Gonzaga,25.11
2026,Grambling,-12.21
2026,Grand Canyon,11.03
2026,Green Bay,-5.0
2026,Hampton,-8.65
2026,Harvard,-1.61
2026,Hawaii,4.85
2026,High Point,6.76
2026,Hofstra,4.48
2026,Holy Cross,-13.67
2026,Houston,26.23
2026,Houston Christian,-9.76
2026,Howard,-4.64
2026,IU Indy,-12.45
2026,Idaho,-0.05
2026,Idaho State,-5.54
2026,Illinois,26.45
2026,Illinois State,6.3
2026,Illinois-Chicago,3.81
2026,Incarnate Word,-7.09
2026,Indiana,16.7
2026,Indiana State,-2.7
2026,Iona,-7.27
