season,team,tr_predictive
2023,Tennessee St (18-14),-7.0
2023,Texas (26-8),18.5
2023,Texas A&M (25-8),14.0
2023,Texas A&M-CC (23-10),-1.9
2023,Texas So (14-20),-7.0
2023,Texas St (16-19),-2.5
2023,Texas Tech (16-16),11.6
2023,The Citadel (10-22),-9.1
2023,Toledo (27-7),6.7
2023,Towson (21-12),2.9
2023,Troy (20-13),1.5
2023,Tulane (20-11),5.4
2023,Tulsa (5-25),-7.5
2023,UAB (25-9),9.5
2023,UC Davis (18-14),-0.7
2023,UC Irvine (23-11),4.4
2023,UC Riverside (22-12),0.9
2023,UCF (18-14),8.9
2023,UCLA (29-5),19.4
2023,UCSB (27-7),3.0
2023,UCSD (10-20),-6.8
2023,UConn (25-8),18.6
2023,UL Monroe (11-21),-6.8
2023,UMBC (18-14),-4.2
2023,UMass (15-16),-0.6
2023,UMass Lowell (26-8),3.0
2023,UNLV (19-13),5.5
2023,USC (22-10),11.5
2023,UT Arlington (11-21),-4.7
2023,UT Martin (19-14),-5.5
2023,UT Rio Grande (15-17),-6.0
2023,UTEP (14-18),-1.6
2023,UTSA (10-22),-8.4
2023,Utah (17-15),8.9
2023,Utah St (26-8),12.4
2023,Utah Tech (14-19),-1.1
2023,Utah Valley (25-8),6.1
2023,VCU (26-7),9.2
2023,VMI (7-25),-11.9
2023,Valparaiso (11-21),-6.1
2023,Vanderbilt (20-14),8.6
2023,Vermont (23-10),3.6
2023,Villanova (17-16),10.7
2023,Virginia (25-7),13.5
2023,Virginia Tech (19-14),9.5
2023,W Carolina (18-15),-3.5
2023,W Illinois (16-14),-6.8
2023,W Kentucky (17-16),-0.1
2023,W Michigan (8-23),-8.6
2023,Wagner (15-13),-7.7
2023,Wake Forest (19-14),7.6
2023,Washington (16-16),4.8
2023,Washington St (17-16),9.1
2023,Weber St (18-15),-2.5
2023,West Virginia (19-14),13.8
2023,Wichita St (17-15),5.0
2023,William & Mary (13-20),-8.3
2023,Winthrop (15-17),-4.3
2023,Wisconsin (17-14),9.4
2023,Wofford (17-16),-2.0
2023,Wright St (18-15),-0.8
2023,Wyoming (9-22),1.8
2023,Xavier (25-9),15.0
2023,Yale (21-7),8.3
2023,Youngstown St (24-9),2.2
2024,AR-Pine Bluff (13-18),-12.0
2024,Abl Christian (15-17),-2.9
2024,Air Force (9-22),-5.1
2024,Akron (24-10),4.4
2024,Alabama (21-11),18.3
2024,Alabama A&M (11-22),-12.1
2024,Alabama St (13-19),-10.2
2024,Albany (13-19),-5.1
2024,Alcorn St (14-18),-9.0
2024,American (16-16),-5.9
2024,App State (27-6),6.7
2024,Arizona (25-8),22.0
2024,Arizona St (14-18),4.0
2024,Arkansas (16-17),6.4
2024,Arkansas St (18-16),1.5
2024,Army (10-22),-11.3
2024,Auburn (26-7),20.7
2024,Austin Peay (19-15),-3.1
2024,BYU (23-10),17.0
2024,Ball St (15-16),-4.4
2024,Baylor (23-10),16.9
2024,Bellarmine (8-23),-8.2
2024,Belmont (20-13),2.2
2024,Bethune (17-16),-9.8
2024,Binghamton (15-15),-6.5
2024,Boise St (22-10),11.3
2024,Boston College (19-15),6.8
2024,Boston U (16-17),-7.1
2024,Bowling Green (20-13),-3.3
2024,Bradley (22-11),7.7
2024,Brown (13-17),-1.9
2024,Bryant (20-13),-0.5
2024,Bucknell (14-19),-6.3
2024,Buffalo (4-27),-12.5
2024,Butler (18-14),8.9
2024,C Arkansas (9-23),-12.2
2024,C Connecticut (20-11),-5.5
2024,C Michigan (18-14),-6.9
2024,CS Bakersfield (13-19),-4.4
2024,CS Fullerton (14-18),-3.4
2024,CS Northridge (19-15),-4.6
2024,Cal Baptist (16-17),-2.5
2024,Cal Poly (4-28),-12.5
2024,California (13-19),3.3
2024,Campbell (14-18),-8.4
2024,Canisius (14-18),-5.8
2024,Charleston (27-7),4.9
2024,Charleston So (10-20),-10.3
2024,Charlotte (19-12),3.2
2024,Chattanooga (21-12),0.6
2024,Chicago St (12-18),-7.7
2024,Cincinnati (20-14),13.2
2024,Clemson (21-11),12.9
2024,Cleveland St (20-14),-1.3
2024,Coastal Car (9-22),-9.1
2024,Colgate (25-9),2.8
2024,Colorado (24-10),14.4
2024,Colorado St (24-10),10.5
2024,Columbia (13-14),-3.9
2024,Coppin St (2-27),-17.8
2024,Cornell (22-7),4.5
2024,Creighton (23-9),17.7
2024,Dartmouth (6-21),-11.1
2024,Davidson (15-17),2.4
2024,Dayton (24-7),11.7
2024,DePaul (3-29),-6.8
2024,Delaware (19-14),-0.4
2024,Delaware St (15-18),-8.6
2024,Denver (17-17),-6.5
2024,Detroit Mercy (1-31),-13.8
2024,Drake (28-6),9.7
2024,Drexel (20-12),3.1
2024,Duke (24-8),18.1
2024,Duquesne (23-11),6.1
2024,E Carolina (15-18),-1.1
2024,E Illinois (14-18),-8.7
2024,E Kentucky (17-14),-1.7
2024,E Michigan (13-18),-10.9
2024,E Tennessee St (19-16),-2.0
2024,E Texas A&M (13-20),-11.1
2024,E Washington (21-11),1.5
2024,Elon (13-19),-8.9
2024,Evansville (16-17),-4.3
2024,F Dickinson (15-17),-10.8
2024,FGCU (14-18),-3.9
2024,Fairfield (22-12),-1.3
2024,Florida (24-10),13.9
2024,Florida A&M (6-23),-13.6
2024,Florida Atlantic (25-8),12.7
2024,Florida Intl (11-22),-5.4
2024,Florida St (17-16),7.5
2024,Fordham (13-20),-1.2
2024,Fresno St (12-21),-2.7
2024,Furman (17-16),1.1
2024,G Washington (15-17),-2.5
2024,Gardner-Webb (17-16),-2.7
2024,George Mason (20-12),4.6
2024,Georgetown (9-23),-0.5
2024,Georgia (17-16),6.7
2024,Georgia So (9-24),-6.0
2024,Georgia St (14-17),-2.2
2024,Georgia Tech (14-18),3.3
2024,Gonzaga (25-7),16.7
2024,Grambling (20-14),-7.6
2024,Grand Canyon (29-4),9.0
2024,Green Bay (18-14),-5.4
2024,Hampton (9-24),-12.4
2024,Harvard (14-13),-3.5
2024,Hawai'i (20-14),-0.4
2024,High Point (25-8),1.8
2024,Hofstra (20-13),3.9
2024,Holy Cross (10-23),-13.4
2024,Hou Christian (6-23),-16.9
2024,Houston (30-4),23.2
2024,Howard (18-16),-6.2
2024,IU Indy (6-26),-18.4
2024,Idaho (11-21),-9.8
2024,Idaho St (14-20),-5.4
2024,Illinois (25-8),17.9
2024,Illinois Chicago (12-21),-2.9
2024,Illinois St (15-17),-2.4
2024,Incarnate Word (8-23),-13.6
2024,Indiana (19-14),7.1
2024,Indiana St (28-6),10.8
2024,Iona (16-17),-2.7
2024,Iowa (18-14),11.7
2024,Iowa St (27-7),19.3
2024,J Madison (31-3),9.5
2024,Jackson St (15-17),-8.2
2024,Jacksonville (16-17),-6.1
2024,Jacksonville St (14-18),-2.5
2024,Kansas (22-10),15.8
2024,Kansas City (16-16),-3.8
2024,Kansas St (19-14),10.1
2024,Kennesaw St (15-16),-4.8
2024,Kent St (17-17),0.9
2024,Kentucky (23-9),15.7
2024,LIU (7-22),-14.8
2024,LSU (17-15),7.5
2024,La Salle (16-17),-1.9
2024,Lafayette (11-21),-8.9
2024,Lamar (19-14),-4.5
2024,Le Moyne (15-17),-8.6
2024,Lehigh (14-18),-4.7
2024,Liberty (18-14),3.2
2024,Lindenwood (9-22),-15.7
2024,Lipscomb (20-12),0.2
2024,Little Rock (21-12),-2.2
2024,Long Beach St (21-14),-0.3
2024,Longwood (21-13),-0.2
2024,Louisiana (19-14),0.7
2024,Louisiana Tech (22-10),5.1
2024,Louisville (8-24),-1.0
2024,Loyola Chi (23-9),5.8
2024,Loyola MD (7-25),-12.4
2024,Loyola Mymt (12-19),0.4
2024,Maine (15-17),-4.1
2024,Manhattan (7-23),-12.1
2024,Marist (18-13),-3.6
2024,Marquette (25-9),17.4
2024,Marshall (13-20),-3.0
2024,Maryland (16-17),10.4
2024,Maryland ES (9-20),-14.0
2024,McNeese (30-3),6.1
2024,Memphis (22-10),8.7
2024,Mercer (16-17),-4.3
2024,Merrimack (21-12),-4.3
2024,Miami (15-17),8.0
2024,Miami OH (15-17),-4.2
2024,Michigan (8-24),4.8
2024,Michigan St (19-14),16.0
2024,Middle Tenn (14-19),-5.8
2024,Milwaukee (20-15),-3.6
2024,Minnesota (18-14),7.7
2024,Miss Valley St (1-30),-22.2
2024,Mississippi (20-12),8.1
2024,Mississippi St (21-13),13.4
2024,Missouri (8-24),3.7
2024,Missouri St (17-16),0.7
2024,Monmouth (18-15),-3.0
2024,Montana (23-11),0.3
2024,Montana St (17-17),-4.0
2024,Morehead St (26-8),2.5
2024,Morgan St (11-20),-12.2
2024,Mt St Mary's (13-19),-4.3
2024,Murray St (12-20),-0.2
2024,N Alabama (15-17),-4.1
2024,N Arizona (14-19),-9.0
2024,N Colorado (19-13),-3.0
2024,N Dakota St (15-17),-4.9
2024,N Florida (16-16),-4.5
2024,N Illinois (11-20),-6.9
2024,N Iowa (19-14),3.3
2024,N Kentucky (18-15),-2.1
2024,N Texas (18-14),6.5
2024,NC A&T (7-25),-13.9
2024,NC Asheville (22-12),0.1
2024,NC Central (18-13),-4.9
2024,NC Greensboro (21-11),1.5
2024,NC State (22-14),9.7
2024,NC Wilmington (21-10),3.4
2024,NJIT (7-21),-11.6
2024,NW State (9-23),-11.7
2024,Navy (13-18),-8.3
2024,Nebraska (23-10),12.9
2024,Nevada (26-7),11.4
2024,New Hampshire (16-15),-4.5
2024,New Mexico (26-9),13.4
2024,New Mexico St (13-19),-6.4
2024,New Orleans (10-23),-13.3
2024,Niagara (16-16),-5.7
2024,Nicholls (20-14),-5.5
2024,Norfolk St (22-11),-3.7
2024,North Carolina (27-7),18.2
2024,North Dakota (18-14),-4.2
2024,Northeastern (12-20),-4.2
2024,Northwestern (21-11),11.7
2024,Notre Dame (13-20),2.8
2024,Oakland (23-11),1.3
2024,Ohio (20-13),2.4
2024,Ohio St (20-13),12.3
2024,Oklahoma (20-12),12.8
2024,Oklahoma St (12-20),5.3
2024,Old Dominion (7-25),-6.3
2024,Omaha (15-18),-6.0
2024,Oral Roberts (12-19),-5.2
2024,Oregon (23-11),11.1
2024,Oregon St (13-19),1.5
2024,Pacific (6-26),-14.3
2024,Penn (11-18),-2.2
2024,Penn St (16-17),8.1
2024,Pepperdine (13-20),-2.9
2024,Pittsburgh (22-11),12.1
2024,Portland (12-21),-7.3
2024,Portland St (17-15),-5.3
2024,Prairie View (10-21),-12.1
2024,Presbyterian (14-18),-6.8
2024,Princeton (24-4),7.1
2024,Providence (21-13),10.9
2024,Purdue (29-4),22.2
2024,Purdue FW (21-12),0.2
2024,Queens (14-19),-5.4
2024,Quinnipiac (24-9),-0.8
2024,Radford (16-17),-3.2
2024,Rhode Island (12-20),-3.0
2024,Rice (11-21),-3.2
2024,Richmond (23-9),6.6
2024,Rider (15-17),-3.7
2024,Robert Morris (10-22),-8.1
2024,Rutgers (15-17),7.1
2024,S Alabama (16-16),-4.3
2024,S Carolina St (14-18),-10.2
2024,S Dakota St (22-12),1.2
2024,S Florida (24-7),5.7
2024,S Illinois (19-13),2.3
2024,S Indiana (8-24),-11.6
2024,S Utah (10-21),-5.0
2024,SC Upstate (10-20),-6.9
2024,SE Louisiana (15-17),-8.4
2024,SE Missouri St (9-22),-14.5
2024,SF Austin (18-15),0.1
2024,SIU Edward (17-16),-6.7
2024,SMU (20-12),8.4
2024,Sacramento St (10-24),-7.8
2024,Sacred Heart (16-16),-7.3
2024,Saint Joseph's (21-13),5.1
2024,Saint Louis (13-20),-1.6
2024,Saint Mary's (26-7),15.8
2024,Saint Peter's (19-13),-2.9
2024,Sam Houston (21-12),1.2
2024,Samford (29-5),6.1
2024,San Diego (18-15),-6.3
2024,San Diego St (24-10),13.1
2024,San Francisco (23-10),8.8
2024,San Jose St (9-23),-3.8
2024,Santa Clara (20-13),4.6
2024,Seattle (19-14),3.2
2024,Seton Hall (20-12),9.5
2024,Siena (4-28),-15.0
2024,South Carolina (26-7),9.7
2024,South Dakota (12-20),-10.0
2024,Southern (18-14),-6.4
2024,Southern Miss (16-16),-3.7
2024,St Bonaventure (20-13),6.3
2024,St Francis PA (8-22),-14.9
2024,St John's (20-13),14.0
2024,St Thomas (20-13),0.1
2024,Stanford (14-18),6.5
2024,Stetson (22-12),-2.0
2024,Stonehill (4-27),-16.0
2024,Stony Brook (20-15),-1.5
2024,Syracuse (20-12),6.3
2024,TCU (21-12),14.0
2024,Tarleton St (23-9),0.6
2024,Temple (16-19),-1.0
2024,Tenn Tech (10-21),-12.5
2024,Tennessee (24-8),19.8
2024,Tennessee St (18-15),-7.2
2024,Texas (20-12),14.1
2024,Texas A&M (20-14),12.1
2024,Texas A&M-CC (21-11),-2.4
2024,Texas So (16-16),-6.1
2024,Texas St (17-18),-1.6
2024,Texas Tech (23-10),13.8
2024,The Citadel (11-21),-6.6
2024,Toledo (20-12),2.6
2024,Towson (20-14),1.2
2024,Troy (20-12),2.2
2024,Tulane (14-17),2.8
2024,Tulsa (16-15),-2.1
2024,UAB (22-11),4.2
2024,UC Davis (20-13),-0.3
2024,UC Irvine (24-9),7.2
2024,UC Riverside (16-18),-3.6
2024,UCF (17-15),10.2
2024,UCLA (16-17),7.3
2024,UCSB (16-15),-2.2
2024,UCSD (21-11),1.5
2024,UConn (31-3),22.3
2024,UL Monroe (11-19),-8.3
2024,UMBC (11-21),-6.0
2024,UMass (20-11),5.6
2024,UMass Lowell (22-10),1.5
2024,UNLV (19-12),8.2
2024,USC (15-18),9.2
2024,UT Arlington (20-14),1.8
2024,UT Martin (21-11),-4.2
2024,UT Rio Grande (6-25),-11.5
2024,UTEP (18-16),-0.7
2024,UTSA (11-21),-5.2
2024,Utah (19-14),12.3
2024,Utah St (27-6),10.1
2024,Utah Tech (11-20),-7.1
2024,Utah Valley (16-16),-1.2
2024,VCU (22-12),6.8
2024,VMI (4-28),-17.5
2024,Valparaiso (7-25),-8.7
2024,Vanderbilt (9-23),0.2
2024,Vermont (28-6),4.3
2024,Villanova (18-15),13.2
2024,Virginia (23-10),9.8
2024,Virginia Tech (18-14),9.8
2024,W Carolina (22-10),2.5
2024,W Illinois (21-12),-6.5
2024,W Kentucky (22-11),2.0
2024,W Michigan (12-20),-7.6
2024,Wagner (16-15),-7.3
2024,Wake Forest (20-13),12.1
2024,Washington (17-15),10.3
2024,Washington St (24-9),11.7
2024,Weber St (20-12),1.5
2024,West Virginia (9-23),2.9
2024,Wichita St (15-19),1.8
2024,William & Mary (10-23),-8.9
2024,Winthrop (17-15),0.3
2024,Wisconsin (22-12),15.2
2024,Wofford (17-15),-3.2
2024,Wright St (18-14),0.6
2024,Wyoming (15-17),-0.8
2024,Xavier (16-17),10.5
2024,Yale (21-9),7.0
2024,Youngstown St (22-10),1.9
2025,AR-Pine Bluff (6-25),-19.1
2025,Abl Christian (16-16),-3.4
2025,Air Force (4-28),-8.4
2025,Akron (28-6),4.4
2025,Alabama (25-8),22.5
2025,Alabama A&M (10-22),-15.4
2025,Alabama St (19-15),-6.6
2025,Albany (17-16),-5.6
2025,Alcorn St (11-21),-10.6
2025,American (22-12),-4.5
2025,App State (17-14),-0.4
2025,Arizona (22-12),20.1
2025,Arizona St (13-19),8.6
2025,Arkansas (20-13),13.5
2025,Arkansas St (24-10),5.9
2025,Army (16-15),-8.9
2025,Auburn (28-5),25.5
2025,Austin Peay (14-19),-7.2
2025,BYU (24-9),16.9
2025,Ball St (14-17),-6.1
2025,Baylor (19-14),16.9
2025,Bellarmine (5-26),-12.5
2025,Belmont (22-11),1.6
2025,Bethune (17-16),-7.1
2025,Binghamton (15-17),-8.7
2025,Boise St (24-10),11.5
2025,Boston College (12-19),-0.3
2025,Boston U (16-16),-7.3
2025,Bowling Green (14-18),-7.2
2025,Bradley (26-8),6.3
2025,Brown (14-13),-2.5
2025,Bryant (23-11),2.5
2025,Bucknell (18-15),-3.2
2025,Buffalo (9-22),-12.6
2025,Butler (14-19),8.4
2025,C Arkansas (9-24),-12.7
2025,C Connecticut (25-7),-1.8
2025,C Michigan (14-17),-3.2
2025,CS Bakersfield (14-19),-4.8
2025,CS Fullerton (6-26),-14.1
2025,CS Northridge (22-10),2.0
2025,Cal Baptist (17-15),-0.1
2025,Cal Poly (16-19),-3.3
2025,California (14-19),3.9
2025,Campbell (15-17),-3.4
2025,Canisius (3-28),-14.6
2025,Charleston (24-9),1.4
2025,Charleston So (10-22),-8.4
2025,Charlotte (11-22),-3.9
2025,Chattanooga (24-9),2.6
2025,Chicago St (4-28),-16.5
2025,Cincinnati (18-15),13.1
2025,Clemson (27-6),16.6
2025,Cleveland St (21-12),-0.7
2025,Coastal Car (10-22),-9.7
2025,Colgate (14-19),-4.3
2025,Colorado (14-20),7.8
2025,Colorado St (25-9),11.5
2025,Columbia (12-15),-6.1
2025,Coppin St (6-24),-17.1
2025,Cornell (18-10),3.2
2025,Creighton (24-10),14.8
2025,Dartmouth (14-14),-2.7
2025,Davidson (17-16),1.7
2025,Dayton (22-10),8.3
2025,DePaul (14-19),4.2
2025,Delaware (16-20),-3.7
2025,Delaware St (16-14),-8.0
2025,Denver (11-21),-9.8
2025,Detroit Mercy (8-24),-11.6
2025,Drake (30-3),8.1
2025,Drexel (18-15),-1.0
2025,Duke (31-3),27.2
2025,Duquesne (13-19),2.3
2025,E Carolina (19-14),-0.4
2025,E Illinois (12-19),-10.1
2025,E Kentucky (18-14),-2.7
2025,E Michigan (16-16),-7.5
2025,E Tennessee St (19-13),0.7
2025,E Texas A&M (5-26),-11.9
2025,E Washington (10-22),-7.6
2025,Elon (17-15),-2.2
2025,Evansville (11-21),-4.8
2025,F Dickinson (13-20),-8.6
2025,FGCU (18-14),-1.2
2025,Fairfield (12-20),-9.7
2025,Florida (29-4),23.8
2025,Florida A&M (14-17),-10.1
2025,Florida Atlantic (18-15),4.3
2025,Florida Intl (10-23),-6.1
2025,Florida St (17-15),7.4
2025,Fordham (12-21),-2.9
2025,Fresno St (6-26),-6.4
2025,Furman (25-9),2.1
2025,G Washington (21-12),3.3
2025,Gardner-Webb (11-20),-5.5
2025,George Mason (26-7),7.6
2025,Georgetown (17-15),7.1
2025,Georgia (20-12),13.8
2025,Georgia So (17-16),-5.4
2025,Georgia St (14-19),-5.2
2025,Georgia Tech (17-16),6.2
2025,Gonzaga (25-8),20.4
2025,Grambling (12-22),-8.9
2025,Grand Canyon (26-7),6.5
2025,Green Bay (4-28),-11.9
2025,Hampton (17-16),-3.8
2025,Harvard (12-15),-5.3
2025,Hawai'i (15-16),-3.9
2025,High Point (29-5),6.7
2025,Hofstra (15-18),-1.9
2025,Holy Cross (13-19),-9.4
2025,Hou Christian (12-20),-8.2
2025,Houston (30-4),25.1
2025,Howard (12-20),-8.5
2025,IU Indy (10-22),-9.6
2025,Idaho (14-19),-6.6
2025,Idaho St (15-15),-3.3
2025,Illinois (21-12),17.8
2025,Illinois Chicago (17-14),-0.1
2025,Illinois St (19-14),1.4
2025,Incarnate Word (17-16),-5.6
2025,Indiana (19-13),12.5
2025,Indiana St (14-18),-1.3
2025,Iona (17-17),-5.2
2025,Iowa (17-16),10.8
2025,Iowa St (24-9),20.9
2025,J Madison (20-12),0.1
2025,Jackson St (16-18),-6.1
2025,Jacksonville (19-13),-2.6
2025,Jacksonville St (22-12),1.3
2025,Kansas (21-12),18.2
2025,Kansas City (13-20),-3.6
2025,Kansas St (16-17),9.7
2025,Kennesaw St (19-14),-0.1
2025,Kent St (22-11),1.6
2025,Kentucky (22-11),17.7
2025,LIU (17-16),-7.6
2025,LSU (14-18),8.3
2025,La Salle (14-19),-2.1
2025,Lafayette (13-20),-6.7
2025,Lamar (20-13),-2.2
2025,Le Moyne (9-23),-13.0
2025,Lehigh (11-19),-7.0
2025,Liberty (28-6),7.5
2025,Lindenwood (16-17),-10.2
2025,Lipscomb (25-9),5.2
2025,Little Rock (19-14),-4.7
2025,Long Beach St (7-25),-9.1
2025,Longwood (18-14),-2.2
2025,Louisiana (12-21),-8.4
2025,Louisiana Tech (20-12),2.1
2025,Louisville (27-7),16.2
2025,Loyola Chi (22-11),4.7
2025,Loyola MD (12-19),-8.9
2025,Loyola Mymt (17-15),0.3
2025,Maine (20-14),-2.0
2025,Manhattan (17-13),-5.4
2025,Marist (20-10),-5.2
2025,Marquette (23-10),16.8
2025,Marshall (20-13),-0.8
2025,Maryland (25-8),19.8
2025,Maryland ES (6-25),-15.7
2025,McNeese (27-6),8.2
2025,Memphis (28-5),11.5
2025,Mercer (14-19),-4.7
2025,Mercyhurst (15-16),-12.0
2025,Merrimack (18-15),-1.9
2025,Miami (7-24),1.3
2025,Miami OH (25-9),0.3
2025,Michigan (24-9),16.5
2025,Michigan St (27-6),19.6
2025,Middle Tenn (22-11),2.4
2025,Milwaukee (21-11),1.2
2025,Minnesota (15-17),6.7
2025,Miss Valley St (3-28),-29.2
2025,Mississippi (22-11),15.3
2025,Mississippi St (21-12),15.0
2025,Missouri (22-11),16.5
2025,Missouri St (9-23),-3.8
2025,Monmouth (13-20),-4.9
2025,Montana (25-9),-0.7
2025,Montana St (15-18),-1.6
2025,Morehead St (15-17),-9.6
2025,Morgan St (14-18),-10.3
2025,Mt St Mary's (22-12),-4.5
2025,Murray St (16-17),2.3
2025,N Alabama (24-10),1.7
2025,N Arizona (18-15),-4.6
2025,N Colorado (25-9),1.9
2025,N Dakota St (21-11),0.6
2025,N Florida (15-17),-6.4
2025,N Illinois (6-25),-12.9
2025,N Iowa (20-12),4.7
2025,N Kentucky (17-16),-3.7
2025,N Texas (24-8),7.2
2025,NC A&T (7-25),-10.3
2025,NC Asheville (21-11),-1.9
2025,NC Central (14-19),-7.5
2025,NC Greensboro (20-12),1.0
2025,NC State (12-19),5.5
2025,NC Wilmington (27-7),3.8
2025,NJIT (6-25),-12.8
2025,NW State (16-16),-5.9
2025,Navy (15-19),-6.1
2025,Nebraska (17-14),10.9
2025,Nevada (17-16),7.9
2025,New Hampshire (8-24),-14.2
2025,New Mexico (26-7),12.7
2025,New Mexico St (17-15),0.8
2025,New Orleans (4-27),-14.0
2025,Niagara (11-20),-9.0
2025,Nicholls (20-13),-1.0
2025,Norfolk St (24-10),-0.7
2025,North Carolina (22-13),15.8
2025,North Dakota (12-21),-6.6
2025,Northeastern (17-15),-2.2
2025,Northwestern (17-16),12.1
2025,Notre Dame (15-18),6.8
2025,Oakland (16-18),-2.2
2025,Ohio (16-16),-0.5
2025,Ohio St (17-15),14.8
2025,Oklahoma (20-13),12.7
2025,Oklahoma St (15-17),5.6
2025,Old Dominion (15-20),-7.3
2025,Omaha (22-12),-1.5
2025,Oral Roberts (7-23),-9.6
2025,Oregon (24-9),14.9
2025,Oregon St (20-12),5.9
2025,Pacific (9-24),-8.3
2025,Penn (8-19),-7.0
2025,Penn St (16-15),11.6
2025,Pepperdine (13-22),-3.7
2025,Pittsburgh (17-15),11.9
2025,Portland (12-20),-7.7
2025,Portland St (19-13),-2.6
2025,Prairie View (5-27),-15.5
2025,Presbyterian (14-18),-4.2
2025,Princeton (19-11),-0.1
2025,Providence (12-20),6.5
2025,Purdue (22-11),18.1
2025,Purdue FW (19-13),0.7
2025,Queens (19-14),-3.6
2025,Quinnipiac (20-13),-2.7
2025,Radford (20-13),-1.0
2025,Rhode Island (18-13),1.4
2025,Rice (13-19),-1.9
2025,Richmond (10-22),-3.6
2025,Rider (14-19),-8.0
2025,Robert Morris (26-8),-0.6
2025,Rutgers (15-17),9.0
2025,S Alabama (21-11),1.7
2025,S Carolina St (20-13),-1.5
2025,S Dakota St (20-12),1.6
2025,S Florida (13-19),-0.7
2025,S Illinois (14-19),-2.0
2025,S Indiana (10-20),-10.6
2025,S Utah (12-19),-7.9
2025,SC Upstate (6-26),-12.7
2025,SE Louisiana (18-14),-3.5
2025,SE Missouri St (21-12),-3.3
2025,SF Austin (14-17),-6.0
2025,SIU Edward (22-11),-3.9
2025,SMU (23-10),12.8
2025,Sacramento St (7-25),-11.3
2025,Sacred Heart (15-18),-6.0
2025,Saint Joseph's (22-12),7.6
2025,Saint Louis (19-14),4.1
2025,Saint Mary's (28-5),14.7
2025,Saint Peter's (12-16),-5.8
2025,Sam Houston (13-19),-1.3
2025,Samford (22-10),3.5
2025,San Diego (6-27),-9.5
2025,San Diego St (21-9),11.1
2025,San Francisco (24-9),8.6
2025,San Jose St (15-19),-1.1
2025,Santa Clara (20-12),10.0
2025,Seattle (14-18),1.5
2025,Seton Hall (7-25),0.2
2025,Siena (14-18),-5.4
2025,South Carolina (12-20),8.1
2025,South Dakota (19-14),-4.7
2025,Southern (20-12),-3.5
2025,Southern Miss (11-22),-7.9
2025,St Bonaventure (22-11),4.2
2025,St Francis PA (16-17),-9.1
2025,St John's (30-4),19.3
2025,St Thomas (24-10),1.4
2025,Stanford (20-13),7.5
2025,Stetson (8-24),-13.6
2025,Stonehill (15-17),-10.3
2025,Stony Brook (8-24),-10.1
2025,Syracuse (14-19),4.9
2025,TCU (16-16),8.6
2025,Tarleton St (12-20),-7.3
2025,Temple (17-15),0.4
2025,Tenn Tech (15-17),-9.3
2025,Tennessee (27-6),21.7
2025,Tennessee St (17-16),-5.4
2025,Texas (19-15),13.5
2025,Texas A&M (22-10),16.8
2025,Texas A&M-CC (20-14),-0.4
2025,Texas So (15-17),-6.8
2025,Texas St (16-16),-1.6
2025,Texas Tech (25-8),20.5
2025,The Citadel (5-25),-15.3
2025,Toledo (18-15),-3.0
2025,Towson (22-11),0.9
2025,Troy (23-10),4.3
2025,Tulane (19-14),1.7
2025,Tulsa (13-20),-4.7
2025,UAB (22-11),5.4
2025,UC Davis (15-17),-4.5
2025,UC Irvine (28-6),8.0
2025,UC Riverside (21-12),-0.5
2025,UCF (17-16),9.3
2025,UCLA (22-10),16.5
2025,UCSB (21-13),0.2
2025,UCSD (30-4),11.7
2025,UConn (23-10),16.7
2025,UL Monroe (7-25),-12.3
2025,UMBC (13-19),-6.5
2025,UMass (12-20),-1.2
2025,UMass Lowell (17-15),-2.0
2025,UNLV (18-15),4.8
2025,USC (16-17),10.2
2025,UT Arlington (13-18),-3.1
2025,UT Martin (14-19),-7.8
2025,UT Rio Grande (16-15),-5.7
2025,UTEP (18-15),-0.3
2025,UTSA (12-19),-2.1
2025,Utah (16-16),9.6
2025,Utah St (26-7),11.8
2025,Utah Tech (7-26),-8.5
2025,Utah Valley (25-8),3.7
2025,VCU (27-6),14.3
2025,VMI (15-19),-8.8
2025,Valparaiso (15-19),-2.3
2025,Vanderbilt (20-12),11.1
2025,Vermont (21-12),-2.3
2025,Villanova (19-14),12.2
2025,Virginia (15-17),5.0
2025,Virginia Tech (13-19),2.5
2025,W Carolina (8-22),-12.0
2025,W Georgia (6-25),-12.8
2025,W Illinois (12-19),-11.9
2025,W Kentucky (17-15),0.0
2025,W Michigan (12-20),-8.2
2025,Wagner (14-16),-10.5
2025,Wake Forest (21-11),9.5
2025,Washington (13-18),4.5
2025,Washington St (19-14),3.4
2025,Weber St (12-22),-6.0
2025,West Virginia (19-13),12.1
2025,Wichita St (19-14),2.4
2025,William & Mary (17-15),-3.2
2025,Winthrop (23-11),0.7
2025,Wisconsin (26-8),18.2
2025,Wofford (19-15),2.1
2025,Wright St (15-18),-3.4
2025,Wyoming (12-20),-1.7
2025,Xavier (21-11),13.8
2025,Yale (21-7),8.0
2025,Youngstown St (21-13),-1.7
2026,AR-Pine Bluff (13-19),-11.5
2026,Abl Christian (14-19),-5.4
2026,Air Force (3-29),-14.1
2026,Akron (29-5),9.4
2026,Alabama (23-9),20.0
2026,Alabama A&M (18-15),-10.1
2026,Alabama St (10-22),-10.0
2026,Albany (11-21),-9.1
2026,Alcorn St (9-23),-14.5
2026,American (16-16),-4.6
2026,App State (19-13),-0.7
2026,Arizona (32-2),26.2
2026,Arizona St (17-16),8.5
