season,team,seed,source_1,source_2,source_3,source_4
2010,Xavier,6,19.8256,22.9,14.2,16.23
2011,Akron,15,3.75741,11.2,3.7,2.15
2011,Alabama State,16,-13.0699,,-6.8,-13.37
2011,Arizona,5,18.8834,22.5,13.5,16.54
2011,Arkansas Little Rock,16,-4.48952,,,-4.32
2011,BYU,3,23.4657,26.8,15.1,18.65
2011,Belmont,13,18.9677,23.2,14.0,13.07
2011,Boston University,16,-0.385171,6.0,,-2.48
2011,Bucknell,14,7.57974,11.7,4.2,2.39
2011,Butler,8,14.9935,19.0,10.4,11.53
2011,Cincinnati,6,19.6039,21.9,11.6,15.41
2011,Clemson,12,17.4409,20.4,11.1,13.76
2011,UConn,3,21.703,22.8,12.5,17.95
2011,Duke,1,29.5475,31.1,19.8,24.51
2011,Florida,2,19.5245,23.2,15.6,16.27
2011,Florida St.,10,14.9701,20.1,10.9,13.48
2011,George Mason,8,18.3096,20.0,11.8,11.66
2011,Georgetown,6,18.9952,22.3,12.4,14.61
2011,Georgia,10,11.9637,17.5,10.0,10.43
2011,Gonzaga,11,16.5087,21.2,10.5,13.86
2011,Hampton,16,-3.79341,5.7,-2.1,-5.2
2011,Illinois,9,19.5782,22.7,12.9,16.72
2011,Indiana State,14,4.62225,11.7,4.4,3.41
2011,Kansas,1,28.7018,31.6,,24.1
2011,Kansas State,5,17.4393,21.7,11.4,14.59
2011,Kentucky,4,25.2715,26.9,,20.3
2011,LIU,15,5.37973,10.9,3.9,2.23
2011,Louisville,4,22.87,25.0,14.6,18.6
2011,Marquette,11,18.1301,21.4,11.7,14.89
2011,Memphis,12,6.96184,15.0,7.3,6.91
2011,Michigan,8,15.4164,18.9,9.7,14.21
2011,Michigan State,10,14.7956,19.8,10.3,13.7
2011,Missouri,11,16.559,22.3,12.2,14.77
2011,Morehead State,13,6.79253,14.3,5.8,2.81
2011,North Carolina,2,21.5431,25.5,16.0,18.87
2011,Northern Colorado,15,4.58447,,2.5,1.39
2011,Notre Dame,2,24.6542,24.7,,18.17
2011,Oakland,13,12.9371,17.8,7.5,8.28
2011,Ohio State,1,32.232,31.6,21.8,25.84
2011,Old Dominion,9,14.251,16.7,10.2,9.03
2011,Penn State,10,14.4209,17.6,8.0,11.98
2011,Pittsburgh,1,27.4261,26.9,19.0,20.82
2011,Princeton,13,8.81724,12.4,5.2,3.71
2011,Purdue,3,25.6115,26.5,18.2,19.36
2011,Richmond,12,15.5729,18.2,10.5,11.23
2011,Saint Peter's,14,3.24183,8.9,2.2,-0.28
2011,San Diego State,2,25.6096,25.6,16.1,17.96
2011,St. John's,6,16.8263,19.7,9.4,
2011,Syracuse,3,22.6298,24.7,15.4,18.85
2011,Temple,7,16.988,19.6,11.1,12.35
2011,Tennessee,9,13.3636,18.6,9.6,11.08
2011,Texas,4,26.7252,27.9,16.5,20.82
2011,Texas A&M,7,15.3838,20.3,10.3,12.62
2011,UAB,12,12.5184,17.3,7.9,8.55
2011,UC Santa Barbara,15,4.10161,,1.6,1.22
2011,UCLA,7,13.7419,18.2,7.3,11.7
2011,UNC Asheville,16,2.393,11.2,1.7,-0.69
2011,UNLV,8,18.7696,22.6,12.7,14.67
2011,Southern California,11,14.3669,18.8,8.7,11.52
2011,UT San Antonio,16,-5.19344,5.8,-3.0,-5.8
2011,Utah State,12,20.1997,22.5,11.9,13.23
2011,VCU,11,8.74997,14.0,9.1,8.56
2011,Vanderbilt,5,17.437,22.3,13.5,15.1
2011,Villanova,9,18.299,21.5,12.7,15.05
2011,Washington,7,22.2141,26.9,14.0,20.12
2011,West Virginia,5,20.1684,22.6,13.9,16.15
2011,Wisconsin,4,25.5977,25.2,16.2,18.77
2011,Wofford,14,7.57016,13.4,6.2,4.35
2011,Xavier,6,16.5395,19.4,10.8,11.88
2012,Alabama,9,16.6596,15.7,11.9,13.76
2012,BYU,14,12.9336,13.8,9.7,11.25
2012,Baylor,3,21.4193,18.9,13.7,16.54
2012,Belmont,14,17.6692,16.5,12.0,11.81
2012,California,12,16.549,15.7,10.9,13.79
2012,Cincinnati,6,15.1423,14.7,10.1,12.93
2012,Colorado,11,8.34556,10.0,5.5,7.91
2012,Colorado State,11,9.50647,,,6.58
2012,UConn,9,15.0185,14.9,9.8,12.27
2012,Creighton,8,17.0818,15.7,10.3,12.92
2012,Davidson,13,10.6934,12.2,8.2,7.26
2012,Detroit Mercy,15,5.50243,6.6,3.4,2.4
2012,Duke,2,20.8659,20.1,15.9,17.05
2012,Florida,7,20.2909,19.3,16.1,18.25
2012,Florida St.,3,17.9858,16.9,12.6,14.53
2012,Georgetown,3,20.3352,18.3,14.6,16.81
2012,Gonzaga,7,17.0149,15.5,11.6,13.86
2012,Harvard,12,14.756,12.8,8.2,7.84
2012,Indiana,4,22.5388,21.0,,18.63
2012,Iona,14,12.3492,13.6,9.9,8.36
2012,Iowa State,8,16.4561,15.1,10.0,13.32
2012,Kansas,2,26.918,23.5,,21.72
2012,Kansas State,8,18.2953,17.0,11.5,14.47
2012,Kentucky,1,31.7277,26.7,,24.73
2012,LIU,16,0.542871,4.9,1.7,-1.34
2012,Lamar,16,7.476,7.5,4.7,2.41
2012,Lehigh,15,8.90823,10.0,6.5,4.27
2012,Long Beach State,12,15.6363,13.1,9.5,9.52
2012,Louisville,4,18.8157,17.4,13.5,16.19
2012,Loyola MD,15,3.6774,5.8,3.0,0.37
2012,Marquette,3,19.3365,18.8,14.8,16.92
2012,Memphis,8,22.5554,19.3,15.3,16.86
2012,Michigan,4,18.1066,15.6,11.0,13.19
2012,Michigan State,1,28.8179,23.7,18.3,21.32
2012,Mississippi Valley St.,16,-6.3745,-2.0,-3.3,-8.03
2012,Missouri,2,26.6802,22.5,16.2,19.77
2012,Montana,13,7.87347,7.9,5.1,4.55
2012,Murray State,6,15.069,11.8,7.6,8.74
2012,New Mexico,5,19.9522,18.3,14.1,15.6
2012,New Mexico State,13,11.6518,10.7,6.9,8.73
2012,Norfolk State,15,-2.44646,0.2,-1.3,-3.68
2012,North Carolina,1,26.2727,24.5,17.6,21.34
2012,NC State,11,13.1406,13.7,9.6,12.1
2012,Notre Dame,7,14.2112,13.7,,11.18
2012,Ohio,13,10.7829,10.4,7.4,7.17
2012,Ohio State,2,29.9016,26.1,20.3,23.95
2012,Purdue,10,15.9933,16.1,12.2,13.88
2012,Saint Louis,9,20.5785,17.0,12.7,15.15
2012,Saint Mary's,7,15.5262,14.3,11.2,11.26
2012,San Diego State,6,12.4935,11.7,6.7,9.04
2012,South Dakota State,14,11.7129,11.3,6.9,7.34
2012,South Florida,12,11.4773,11.0,6.7,9.2
2012,Southern Miss,9,11.2651,10.5,7.5,
2012,St. Bonaventure,14,11.5887,11.5,7.6,8.25
2012,Syracuse,1,25.5085,23.0,20.1,21.12
2012,Temple,5,15.5352,14.7,10.0,10.44
2012,Texas,11,16.5122,16.2,11.0,14.0
2012,UNC Asheville,16,4.96548,8.2,5.6,3.06
2012,UNLV,6,16.0655,16.2,10.7,13.55
2012,VCU,12,12.6331,12.2,8.8,8.79
2012,Vanderbilt,5,20.3275,17.2,13.5,15.71
2012,Vermont,16,4.2234,6.2,3.7,0.98
2012,Virginia,10,17.3633,15.7,11.2,12.51
2012,West Virginia,10,14.5249,14.7,10.1,12.13
2012,Western Kentucky,16,-2.83435,0.6,-2.7,-2.66
2012,Wichita State,5,23.2362,20.1,15.2,17.42
2012,Wisconsin,4,23.2991,20.8,17.1,19.04
2012,Xavier,10,11.6059,12.3,8.1,9.59
2013,Akron,12,13.7427,8.8,8.6,8.12
2013,Albany,15,1.15535,-0.4,1.7,-0.86
2013,Arizona,6,20.5305,14.7,15.6,17.31
2013,Belmont,11,15.7507,11.6,10.8,10.41
2013,Boise State,13,15.1001,9.2,9.7,9.38
2013,Bucknell,11,13.4434,7.3,8.6,6.96
2013,Butler,6,14.8086,9.2,10.1,11.01
2013,California,12,12.7298,8.5,10.7,10.59
2013,Cincinnati,10,15.5856,12.2,11.8,14.47
2013,Colorado,10,14.7956,9.5,7.5,11.91
2013,Colorado State,8,20.1795,,,13.6
2013,Creighton,7,22.2247,15.0,13.9,16.43
2013,Davidson,14,11.1711,8.9,10.4,7.3
2013,Duke,2,26.724,19.0,20.2,21.46
2013,Florida,3,31.9831,22.9,21.2,23.88
2013,Florida Gulf Coast,15,3.35293,,4.0,3.01
2013,Georgetown,2,22.1624,14.0,14.5,15.86
2013,Gonzaga,1,28.9467,18.8,16.8,20.44
2013,Harvard,14,6.90592,3.6,2.9,3.96
2013,Illinois,7,15.1395,10.5,8.8,13.18
2013,Indiana,1,29.9242,22.4,,24.92
2013,Iona,15,7.85234,5.2,6.1,4.06
2013,Iowa State,10,16.2941,12.6,11.5,14.5
2013,James Madison,16,-1.67462,,-1.3,-1.67
2013,Kansas,1,25.4211,19.0,,20.79
2013,Kansas State,4,18.2582,13.3,11.3,13.54
2013,LIU,16,-1.37364,-0.4,-0.1,-3.19
2013,La Salle,13,13.3018,9.6,9.0,10.15
2013,Liberty,16,-9.51521,-7.3,-5.5,-9.11
2013,Louisville,1,31.1411,21.3,21.0,24.82
2013,Marquette,3,18.6549,12.9,12.1,14.05
2013,Memphis,6,16.6993,12.2,10.8,12.28
2013,Miami,2,22.2852,14.8,14.4,16.98
2013,Michigan,4,24.9907,16.3,16.7,21.29
2013,Michigan State,3,23.2393,15.7,14.1,18.63
2013,Middle Tennessee,11,15.5372,11.5,13.4,11.18
2013,Minnesota,11,19.1442,13.9,14.0,16.84
2013,Mississippi,12,16.5223,,,
2013,Missouri,9,19.2225,14.4,13.5,15.42
2013,Montana,13,2.71159,1.1,1.5,-1.19
2013,New Mexico,3,20.7068,12.8,10.5,13.24
2013,New Mexico State,13,8.84441,5.4,4.2,5.09
2013,North Carolina,8,17.1634,13.8,11.3,14.57
2013,North Carolina A&T,16,-5.32804,-4.9,-2.2,-6.93
2013,NC State,8,17.4046,12.7,11.4,14.34
2013,Northwestern St.,14,3.18756,1.7,2.9,0.39
2013,Notre Dame,7,17.4382,12.2,,13.76
2013,Ohio State,2,25.1682,17.4,16.4,20.19
2013,Oklahoma,10,14.3172,10.6,,11.4
2013,Oklahoma State,5,19.4182,13.5,11.3,15.57
2013,Oregon,12,14.8613,10.2,10.0,13.78
2013,Pacific,15,5.53976,1.8,3.0,1.67
2013,Pittsburgh,8,25.1014,17.1,17.6,18.84
2013,Saint Louis,4,20.269,13.0,11.0,14.35
2013,Saint Mary's,11,18.9259,12.2,12.4,14.46
2013,San Diego State,7,18.5799,11.2,11.1,12.95
2013,South Dakota State,13,7.16609,4.4,5.8,2.35
2013,Southern,16,-0.292737,-1.8,1.6,-2.62
2013,Syracuse,4,22.5652,16.7,15.9,20.3
2013,Temple,9,11.9609,8.4,8.2,9.54
2013,UCLA,6,15.1624,11.6,8.1,12.82
2013,UNLV,5,17.2254,12.0,11.1,12.81
2013,VCU,5,19.3295,15.1,15.0,16.97
2013,Valparaiso,14,11.9193,6.7,7.3,7.15
2013,Villanova,9,13.6158,8.8,8.1,10.75
2013,Western Kentucky,16,-0.965895,-0.8,0.8,-0.63
2013,Wichita State,9,17.3895,11.8,12.1,14.68
2013,Wisconsin,5,23.008,16.7,16.1,18.76
2014,Albany,16,-1.71363,-1.4,0.1,-3.31
2014,American,15,5.87548,2.3,2.6,0.69
2014,Arizona,1,30.3964,20.5,17.7,23.36
2014,Arizona State,10,15.3941,11.0,11.0,13.32
2014,BYU,10,14.7544,10.2,8.4,11.63
2014,Baylor,6,17.8854,12.2,11.4,15.8
2014,Cal Poly,16,-0.599368,-0.4,,-1.34
2014,Cincinnati,5,19.0788,13.5,12.8,15.26
2014,Coastal Carolina,16,-5.97261,-3.2,-0.7,-5.21
2014,Colorado,8,12.4727,9.3,7.0,10.8
2014,UConn,7,19.1162,14.6,12.9,17.23
2014,Creighton,3,24.7882,17.4,15.4,18.03
2014,Dayton,11,12.9838,8.6,9.1,10.55
2014,Delaware,13,5.78601,4.6,4.9,2.73
2014,Duke,3,25.3098,18.9,18.8,19.51
2014,Eastern Kentucky,15,3.01993,3.0,4.5,0.6
2014,Florida,1,27.8106,19.0,19.2,20.69
2014,George Washington,9,14.2297,,,10.6
2014,Gonzaga,8,20.6386,14.2,13.0,15.56
2014,Harvard,12,17.3178,11.8,12.1,10.79
2014,Iowa,11,21.0299,16.9,14.3,18.58
2014,Iowa State,3,20.9515,14.9,13.3,18.52
2014,Kansas,2,25.4011,18.4,,20.25
2014,Kansas State,9,14.3949,9.3,9.1,12.14
2014,Kentucky,8,21.1505,16.2,,18.07
2014,Louisiana Lafayette,14,5.08877,,,
2014,Louisville,4,30.5677,23.4,20.1,24.69
2014,Manhattan,13,9.55527,6.0,7.4,6.04
2014,Massachusetts,6,14.1875,,,10.61
2014,Memphis,8,14.9304,11.9,10.7,13.02
2014,Mercer,14,7.46633,6.2,7.3,5.33
2014,Michigan,2,22.7757,16.9,15.8,18.52
2014,Michigan State,4,23.7886,17.7,15.4,19.35
2014,Milwaukee,15,0.3633,-0.7,1.4,-1.53
2014,Mount St. Mary's,16,-3.75021,-3.8,-3.3,-6.32
2014,Nebraska,11,13.1363,7.9,6.5,10.13
2014,New Mexico,7,17.5475,11.9,9.5,12.72
2014,New Mexico State,13,10.6331,6.8,7.6,6.16
2014,North Carolina,6,18.3881,13.9,12.7,15.24
2014,North Carolina Central,14,8.29208,6.1,7.4,3.97
2014,NC State,12,10.5467,7.0,6.9,9.02
2014,North Dakota State,12,12.5832,8.6,9.6,6.31
2014,Ohio State,6,21.6743,16.4,14.1,17.84
2014,Oklahoma,5,18.4058,11.1,,14.91
2014,Oklahoma State,9,21.5328,16.7,14.5,19.02
2014,Oregon,7,18.783,13.2,12.0,15.75
2014,Pittsburgh,9,21.5198,15.0,15.7,17.46
2014,Providence,11,14.7367,10.5,9.2,11.37
2014,Saint Joseph's,10,13.0273,7.7,,
2014,Saint Louis,5,15.792,10.9,10.1,11.63
2014,San Diego State,4,19.8236,13.5,13.8,14.95
2014,Stanford,10,15.9959,11.6,8.0,13.42
2014,Stephen F. Austin,12,10.7884,,6.2,4.82
2014,Syracuse,3,21.5042,14.2,14.6,16.05
2014,Tennessee,11,21.7438,14.1,14.8,17.34
2014,Texas,7,14.9889,9.2,8.8,12.67
2014,Texas Southern,16,-6.75033,-5.6,-2.3,-8.41
2014,Tulsa,13,9.33939,5.5,5.1,6.23
2014,UCLA,4,22.2575,15.8,14.1,18.4
2014,VCU,5,20.2135,14.4,13.8,14.55
2014,Villanova,2,25.2627,17.8,16.2,18.97
2014,Virginia,1,26.4285,16.5,16.4,18.38
2014,Weber State,16,-0.49027,1.4,3.5,-0.92
2014,Western Michigan,14,4.41973,2.4,3.9,1.73
2014,Wichita State,1,25.1804,15.1,14.9,16.65
2014,Wisconsin,2,23.8262,17.1,15.8,19.69
2014,Wofford,15,-2.02301,-0.9,0.5,-4.32
2014,Xavier,12,15.0151,10.9,9.9,11.84
2015,Albany,14,3.03231,0.8,3.7,-0.34
2015,Arizona,2,32.3143,22.3,19.6,24.33
2015,Arkansas,5,16.9767,12.4,10.4,14.07
2015,BYU,11,17.7947,12.3,10.5,13.53
2015,Baylor,3,23.4796,14.8,13.9,17.85
2015,Belmont,15,1.49515,1.8,3.1,0.35
2015,Boise State,11,13.9824,9.2,8.7,10.01
2015,Buffalo,12,12.339,7.4,7.8,7.93
2015,Butler,6,19.6267,12.9,13.8,16.64
2015,Cincinnati,8,14.2488,9.1,9.5,10.72
2015,Coastal Carolina,16,1.6211,1.4,3.8,-1.02
2015,Davidson,10,16.8188,10.6,10.7,11.97
2015,Dayton,11,13.8856,9.0,9.8,10.98
2015,Duke,1,29.3074,21.8,23.9,24.97
2015,Eastern Washington,13,2.96737,1.3,4.0,0.79
2015,Georgetown,4,19.5694,12.6,11.5,15.48
2015,Georgia,10,15.3937,10.0,9.5,12.42
2015,Georgia State,14,9.77537,6.8,8.1,5.47
2015,Gonzaga,2,28.9239,19.4,17.8,21.12
2015,Hampton,16,-8.51136,-5.2,-2.8,-8.25
2015,Harvard,13,8.74154,5.5,6.8,4.47
2015,Indiana,10,13.8074,10.8,,12.94
2015,Iowa,7,18.251,13.4,13.7,15.83
2015,Iowa State,3,23.031,16.4,15.8,17.94
2015,Kansas,2,23.7421,17.0,,18.47
2015,Kentucky,1,37.4333,25.8,,28.72
2015,LSU,9,13.9432,8.9,8.2,11.39
2015,Lafayette,16,-1.75874,-0.9,0.5,-3.37
2015,Louisville,4,20.4245,16.5,16.2,18.12
2015,Manhattan,16,0.742583,0.9,2.2,-1.34
2015,Maryland,4,16.1924,12.0,,13.32
2015,Michigan State,7,20.9213,15.3,14.8,17.46
2015,Mississippi,11,14.4267,,,
2015,New Mexico State,15,7.0055,4.0,5.2,3.71
2015,North Carolina,4,23.7959,18.6,19.3,20.63
2015,NC State,8,15.3629,11.2,12.0,14.11
2015,North Dakota State,15,0.601364,-1.1,-0.2,-1.72
2015,North Florida,16,2.91181,1.1,3.9,-0.82
2015,Northeastern,14,4.82045,2.9,,2.03
2015,Northern Iowa,5,20.9503,11.5,12.8,12.54
2015,Notre Dame,3,24.0703,15.7,,19.23
2015,Ohio State,10,21.0066,17.9,16.4,19.68
2015,Oklahoma,3,24.1001,16.7,,18.65
2015,Oklahoma State,9,16.1789,11.1,10.0,12.95
2015,Oregon,8,13.1844,8.5,4.2,11.43
2015,Providence,6,17.5673,10.8,11.8,13.71
2015,Purdue,9,13.9802,10.7,10.4,12.93
2015,Robert Morris,16,-1.54229,-2.0,0.3,-3.02
2015,SMU,6,18.0372,11.1,10.3,12.94
2015,San Diego State,8,16.2186,10.6,8.1,11.81
2015,St. John's,9,14.3233,8.7,9.7,
2015,Stephen F. Austin,12,14.0106,,9.7,8.61
2015,Texas,11,20.1184,14.7,13.7,16.16
2015,Texas Southern,15,-3.8688,-3.4,-2.0,-5.98
2015,UAB,14,2.82779,-0.1,1.7,1.94
2015,UC Irvine,13,6.85898,4.2,6.0,3.63
2015,UCLA,11,14.1346,9.7,5.7,12.07
2015,Utah,5,26.9035,17.8,16.3,20.98
2015,Utah,5,26.9035,17.8,0.0,20.98
2015,VCU,7,16.5157,11.6,13.6,12.79
2015,Valparaiso,13,10.9697,4.9,6.2,6.29
2015,Villanova,1,30.9562,20.3,19.6,23.13
2015,Virginia,2,30.8885,19.8,21.7,21.73
2015,West Virginia,5,18.7531,13.3,12.5,15.12
2015,Wichita State,7,21.6555,14.1,14.4,15.56
2015,Wisconsin,1,33.5251,22.2,22.4,24.61
2015,Wofford,12,6.39782,3.5,5.0,2.56
2015,Wyoming,12,6.40364,3.6,4.0,3.81
2015,Xavier,6,18.6517,11.8,9.9,15.42
2016,Arizona,6,21.8831,16.4,15.8,18.79
2016,Arkansas Little Rock,12,13.3265,,,7.12
2016,Austin Peay,16,-5.09934,-5.1,-2.3,-6.04
2016,Baylor,5,19.9152,14.0,12.9,16.13
2016,Buffalo,14,2.71119,2.3,2.8,1.34
2016,Butler,9,15.8497,13.8,13.0,16.46
2016,Cal State Bakersfield,15,6.49871,1.2,3.3,2.58
2016,California,4,19.6396,13.3,12.8,15.39
2016,Chattanooga,12,7.41784,4.2,4.8,3.24
2016,Cincinnati,9,17.1593,13.6,13.5,15.19
2016,Colorado,8,13.5905,8.8,9.6,12.04
2016,UConn,9,18.752,13.9,14.8,15.89
2016,Dayton,7,13.3434,10.1,9.8,11.34
2016,Duke,4,22.0532,17.6,16.2,19.23
2016,Fairleigh Dickinson,16,-9.74686,-7.0,-5.2,
2016,Florida Gulf Coast,16,-1.39023,,-0.0,-0.79
2016,Fresno State,14,6.69862,,3.6,5.27
2016,Gonzaga,11,19.2756,14.7,13.0,16.92
2016,Green Bay,14,3.98885,2.3,,1.16
2016,Hampton,16,-6.80879,-6.0,-4.5,-8.74
2016,Hawaii,13,11.736,,4.2,9.03
2016,Holy Cross,16,-11.4879,-7.0,,-11.2
2016,Indiana,5,22.7957,17.3,,19.59
2016,Iona,13,7.8333,5.4,4.8,3.59
2016,Iowa,7,21.3563,15.2,13.5,17.01
2016,Iowa State,4,21.0754,14.8,13.3,16.93
2016,Kansas,1,29.804,21.2,,23.87
2016,Kentucky,4,25.1996,17.9,,20.23
2016,Maryland,5,20.7136,15.2,,16.71
2016,Miami,3,22.848,16.2,14.4,18.52
2016,Michigan,11,14.5538,11.9,11.0,13.75
2016,Michigan State,2,29.6807,20.9,18.6,22.59
2016,Middle Tennessee,15,3.93408,1.7,2.0,2.66
2016,North Carolina,1,28.0379,20.4,18.7,23.44
2016,Northern Iowa,11,10.0945,6.7,7.2,8.78
2016,Notre Dame,6,15.9813,12.2,,14.1
2016,Oklahoma,2,24.849,17.8,,19.76
2016,Oregon,1,22.7847,14.1,13.6,18.05
2016,Oregon State,7,12.4371,7.8,7.6,10.39
2016,Pittsburgh,10,16.2013,12.8,13.0,15.47
2016,Providence,9,13.5932,9.5,8.7,11.94
2016,Purdue,5,24.5939,18.2,16.5,20.17
2016,Saint Joseph's,8,14.6358,9.5,,
2016,Seton Hall,6,17.6691,11.6,12.3,14.66
2016,South Dakota State,12,9.58182,5.6,7.3,5.44
2016,Southern,16,-5.31079,-5.5,-2.4,-7.68
2016,Stephen F. Austin,14,14.405,,10.1,9.23
2016,Stony Brook,13,8.53773,8.1,9.5,3.75
2016,Syracuse,10,15.8501,11.1,12.5,14.62
2016,Temple,10,8.34785,5.9,7.1,7.69
2016,Texas,6,17.1061,12.5,10.1,14.8
2016,Texas A&M,3,21.8057,15.6,14.1,18.45
2016,Texas Tech,8,14.7244,9.1,9.4,12.41
2016,Tulsa,11,11.788,8.3,7.9,9.79
2016,UNC Asheville,15,4.21193,2.2,4.1,1.1
2016,UNC Wilmington,13,9.25855,,5.0,6.25
2016,Southern California,8,14.7848,10.4,8.5,13.52
2016,Utah,3,18.1129,13.3,10.7,15.5
2016,Utah,3,18.1129,13.3,6.8,15.5
2016,VCU,10,16.2152,12.6,11.8,13.83
2016,Vanderbilt,11,19.9195,15.4,14.9,17.2
2016,Villanova,2,26.7471,19.0,19.9,24.08
2016,Virginia,1,29.0952,19.4,18.6,22.04
2016,Weber State,15,2.74146,2.1,4.2,0.18
2016,West Virginia,3,25.9146,19.2,17.1,21.61
2016,Wichita State,11,21.1508,14.8,15.6,17.39
2016,Wisconsin,7,16.3651,11.5,10.5,13.4
2016,Xavier,2,21.71,15.5,15.0,18.58
2016,Yale,12,13.8265,9.4,11.8,9.08
2017,Arizona,2,22.7427,16.3,14.8,18.25
2017,Arkansas,8,15.5987,11.2,9.9,14.04
2017,Baylor,3,25.0078,17.0,15.6,19.75
2017,Bucknell,13,8.71601,5.0,6.2,5.89
2017,Butler,4,20.9097,15.5,14.7,17.7
2017,Cincinnati,6,22.3165,16.6,15.1,18.43
2017,Creighton,6,19.5902,15.0,13.9,17.27
2017,Dayton,7,15.6735,11.5,10.7,12.98
2017,Duke,2,25.0887,20.1,17.8,21.56
2017,East Tennessee St.,13,11.4836,,,
2017,Florida,4,26.3891,19.1,18.4,22.4
2017,Florida Gulf Coast,14,5.016,,6.4,2.26
2017,Florida St.,3,22.7426,16.6,14.7,18.87
2017,Gonzaga,1,33.0538,22.8,20.4,25.26
2017,Iona,14,4.00176,3.2,1.8,1.08
2017,Iowa State,5,23.113,16.6,15.0,20.51
2017,Jacksonville State,15,0.583245,,-7.1,-2.85
2017,Kansas,1,25.975,20.1,,23.53
2017,Kansas State,11,17.5538,12.2,10.6,14.8
2017,Kent St.,14,1.73415,1.4,2.0,0.88
2017,Kentucky,2,27.2664,20.6,,23.88
2017,Louisville,2,26.7186,19.7,18.1,22.47
2017,Marquette,10,17.5711,13.3,13.3,15.26
2017,Maryland,6,14.838,11.0,,12.79
2017,Miami,8,16.9602,12.9,12.0,14.48
2017,Michigan,7,22.618,15.2,16.1,18.8
2017,Michigan State,9,14.9753,11.9,10.2,13.67
2017,Middle Tennessee,12,14.6582,8.8,9.8,9.8
2017,Minnesota,5,16.5907,11.8,10.2,14.56
2017,Mount St. Mary's,16,-4.23312,-3.8,-1.0,-4.29
2017,Nevada,12,13.3415,9.8,9.7,10.49
2017,New Mexico State,14,7.31463,4.4,4.5,4.66
2017,New Orleans,16,-0.517773,-3.8,-1.3,-4.1
2017,North Carolina,1,28.0091,21.8,19.4,24.84
2017,North Carolina Central,16,0.961015,-0.8,1.9,-3.18
2017,North Dakota,15,-0.311268,0.2,1.9,-1.83
2017,Northern Kentucky,15,1.33605,-0.3,0.7,-0.17
2017,Northwestern,8,15.511,10.9,,14.02
2017,Notre Dame,5,21.0939,15.1,,17.81
2017,Oklahoma State,10,22.1043,14.6,13.9,19.19
2017,Oregon,3,23.8276,18.2,17.6,20.8
2017,Princeton,12,12.5002,9.0,9.5,6.57
2017,Providence,11,12.8992,9.2,9.4,11.24
2017,Purdue,4,24.2236,18.1,16.8,20.13
2017,Rhode Island,11,15.6156,11.5,10.8,12.88
2017,SMU,6,25.2591,16.2,15.7,18.71
2017,Saint Mary's,7,24.6377,15.8,17.2,16.75
2017,Seton Hall,9,13.9487,10.6,9.6,12.1
2017,South Carolina,7,17.0302,11.7,,17.52
2017,South Dakota State,16,-1.33359,-0.5,-0.2,-2.3
2017,Texas Southern,16,-3.66476,-2.5,-0.2,-6.41
2017,Troy,15,2.67571,1.0,2.8,-0.47
2017,UC Davis,16,-4.75235,-3.2,-1.7,-5.21
2017,UCLA,3,22.9515,18.1,17.4,20.67
2017,UNC Wilmington,12,12.3867,,8.8,8.06
2017,Southern California,11,12.3407,9.3,9.0,11.48
2017,VCU,10,14.3025,11.2,10.2,11.57
2017,Vanderbilt,9,16.2376,11.4,10.4,13.69
2017,Vermont,13,11.8847,7.5,9.7,6.67
2017,Villanova,1,30.7772,22.1,20.3,23.8
2017,Virginia,5,26.6671,19.3,17.5,20.63
2017,Virginia Tech,9,14.9395,11.2,,12.77
2017,Wake Forest,11,17.2722,11.9,12.4,14.19
2017,West Virginia,4,26.7991,20.4,17.7,24.45
2017,Wichita State,10,26.4121,18.0,16.6,21.24
2017,Winthrop,13,4.62694,2.8,4.4,1.34
2017,Wisconsin,8,22.2926,17.2,15.5,19.4
2017,Xavier,11,15.3189,12.8,11.4,14.8
2018,Alabama,9,13.8252,11.2,9.2,12.34
2018,Arizona,4,19.3692,15.3,12.2,15.67
2018,Arizona State,11,14.714,10.5,10.0,14.37
2018,Arkansas,7,15.635,13.1,10.5,14.76
2018,Auburn,4,20.6348,14.9,12.4,15.97
2018,Bucknell,14,6.8137,7.3,6.9,4.49
2018,Buffalo,13,10.4931,6.8,7.2,7.99
2018,Butler,10,17.8667,13.7,12.9,16.92
2018,Cal State Fullerton,15,1.3154,-1.4,-0.0,-0.93
2018,Cincinnati,2,26.9966,19.6,18.5,20.25
2018,Clemson,5,20.2693,14.0,14.2,17.16
2018,College of Charleston,13,4.73418,,,1.83
2018,Creighton,8,17.2792,14.3,12.3,16.35
2018,Davidson,12,14.9051,10.0,11.2,11.02
2018,Duke,2,29.1348,22.0,19.8,24.43
2018,Florida,6,18.7137,15.2,12.2,16.66
2018,Florida St.,9,15.8239,12.3,11.7,15.78
2018,Georgia State,15,7.20921,4.0,5.9,3.22
2018,Gonzaga,4,24.7352,17.5,15.8,18.44
2018,Houston,6,20.5396,14.5,13.8,15.99
2018,Iona,15,2.87263,3.3,3.9,0.75
2018,Kansas,1,23.2388,19.1,,21.39
2018,Kansas State,9,14.7543,11.5,10.0,12.85
2018,Kentucky,5,20.4069,15.4,,17.24
2018,LIU,16,-7.80028,-6.0,-3.3,-8.6
2018,Lipscomb,15,0.363623,0.7,0.5,-2.1
2018,Loyola Chicago,11,15.1402,,10.4,10.37
2018,Marshall,13,5.38402,2.3,3.8,4.21
