team,srs,season
Brigham Young,8.05,2018
Buffalo,7.99,2018
Wake Forest,7.76,2018
Washington,7.62,2018
Louisiana,7.58,2018
Oregon State,7.31,2018
Temple,7.25,2018
Nevada-Las Vegas,7.2,2018
Georgetown,7.16,2018
Minnesota,7.0,2018
Iowa State,6.88,2018
Murray State,6.87,2018
Mississippi,6.85,2018
South Dakota State,6.84,2018
DePaul,6.55,2018
Montana,6.29,2018
South Dakota,6.17,2018
Colorado,6.06,2018
New Mexico,5.81,2018
Belmont,5.54,2018
Rutgers,5.5,2018
Georgia Tech,5.25,2018
Utah Valley,5.08,2018
Tulsa,4.96,2018
UAB,4.9,2018
Vermont,4.9,2018
Northern Kentucky,4.83,2018
UCF,4.76,2018
UNC Greensboro,4.54,2018
Bucknell,4.49,2018
Furman,4.43,2018
Wyoming,4.26,2018
Marshall,4.21,2018
Northern Iowa,4.0,2018
Grand Canyon,3.78,2018
Saint Joseph's,3.78,2018
East Tennessee State,3.72,2018
Northern Colorado,3.67,2018
Northeastern,3.64,2018
Virginia Commonwealth,3.55,2018
Georgia State,3.22,2018
Missouri State,3.06,2018
San Diego,2.86,2018
Stephen F. Austin,2.66,2018
Toledo,2.65,2018
Saint Louis,2.58,2018
Utah State,2.31,2018
Pennsylvania,2.24,2018
UT Arlington,2.2,2018
UC Santa Barbara,2.1,2018
Bradley,2.07,2018
Florida Gulf Coast,1.94,2018
College of Charleston,1.83,2018
Memphis,1.81,2018
La Salle,1.7,2018
Dayton,1.64,2018
Indiana State,1.53,2018
Southern Illinois,1.37,2018
Louisiana Tech,1.33,2018
Tulane,1.21,2018
North Texas,1.16,2018
San Francisco,1.13,2018
Connecticut,1.08,2018
Illinois State,1.07,2018
Rider,0.94,2018
UC Davis,0.87,2018
Idaho,0.82,2018
Iona,0.75,2018
Evansville,0.68,2018
Washington State,0.67,2018
Valparaiso,0.63,2018
Wright State,0.58,2018
Canisius,0.44,2018
Albany (NY),0.02,2018
Weber State,0.02,2018
Eastern Washington,-0.03,2018
Towson,-0.12,2018
Portland State,-0.14,2018
Richmond,-0.17,2018
UC Irvine,-0.22,2018
Eastern Michigan,-0.23,2018
Harvard,-0.28,2018
Jacksonville State,-0.3,2018
Drake,-0.51,2018
Hofstra,-0.53,2018
Georgia Southern,-0.54,2018
Pacific,-0.55,2018
George Washington,-0.72,2018
Mercer,-0.87,2018
Cal State Fullerton,-0.93,2018
Wofford,-0.97,2018
Duquesne,-1.08,2018
Ball State,-1.22,2018
UTSA,-1.24,2018
William & Mary,-1.37,2018
Central Michigan,-1.39,2018
Purdue Fort Wayne,-1.48,2018
Troy,-1.5,2018
Winthrop,-1.63,2018
Massachusetts,-1.65,2018
Oakland,-1.82,2018
North Dakota State,-1.86,2018
Pittsburgh,-1.87,2018
Maryland-Baltimore County,-2.02,2018
Lipscomb,-2.1,2018
Western Michigan,-2.22,2018
Seattle,-2.32,2018
Hawaii,-2.33,2018
Monmouth,-2.41,2018
Princeton,-2.44,2018
Ohio,-2.52,2018
Radford,-2.62,2018
Liberty,-2.68,2018
Illinois-Chicago,-2.91,2018
George Mason,-2.97,2018
Wagner,-3.19,2018
Austin Peay,-3.28,2018
California,-3.4,2018
Nicholls State,-3.54,2018
Miami (OH),-3.56,2018
Kent State,-3.73,2018
Long Beach State,-3.76,2018
Colorado State,-3.86,2018
UNC Asheville,-3.92,2018
Coastal Carolina,-3.94,2018
Milwaukee,-4.15,2018
Yale,-4.19,2018
Southern Mississippi,-4.26,2018
Florida International,-4.3,2018
Air Force,-4.31,2018
Loyola Marymount,-4.34,2018
Appalachian State,-4.83,2018
Niagara,-4.84,2018
Colgate,-4.85,2018
Fairfield,-4.98,2018
Manhattan,-5.04,2018
Stony Brook,-5.08,2018
Sam Houston,-5.14,2018
Lamar,-5.19,2018
Denver,-5.21,2018
Saint Peter's,-5.24,2018
UTEP,-5.31,2018
Tennessee State,-5.34,2018
Florida Atlantic,-5.35,2018
South Alabama,-5.44,2018
James Madison,-5.47,2018
Hartford,-5.54,2018
Columbia,-5.63,2018
Campbell,-5.68,2018
Idaho State,-5.76,2018
Central Arkansas,-5.83,2018
Tennessee Tech,-5.83,2018
Texas State,-5.84,2018
Saint Francis (PA),-6.12,2018
Louisiana-Monroe,-6.28,2018
Bowling Green,-6.38,2018
Southeastern Louisiana,-6.4,2018
Lehigh,-6.41,2018
Pepperdine,-6.5,2018
Cal State Bakersfield,-6.58,2018
Portland,-6.6,2018
Oral Roberts,-6.66,2018
Northern Illinois,-6.71,2018
Fordham,-6.74,2018
High Point,-6.75,2018
Akron,-6.82,2018
Elon,-6.89,2018
Navy,-6.91,2018
Delaware,-6.93,2018
Santa Clara,-7.01,2018
Drexel,-7.2,2018
NJIT,-7.25,2018
South Florida,-7.25,2018
UNC Wilmington,-7.52,2018
Texas Southern,-7.53,2018
North Dakota,-7.63,2018
Southern Utah,-7.64,2018
Texas-Rio Grande Valley,-7.73,2018
Brown,-7.78,2018
Robert Morris,-7.98,2018
Southeast Missouri State,-8.12,2018
Mount St. Mary's,-8.13,2018
Charleston Southern,-8.16,2018
Boston University,-8.33,2018
Eastern Illinois,-8.33,2018
New Hampshire,-8.38,2018
UC Riverside,-8.5,2018
Green Bay,-8.51,2018
Long Island University,-8.6,2018
Army,-8.62,2018
Rice,-8.63,2018
Montana State,-8.69,2018
East Carolina,-8.72,2018
San Jose State,-8.74,2018
Cornell,-8.8,2018
Sacramento State,-8.9,2018
New Orleans,-9.01,2018
Abilene Christian,-9.14,2018
Hampton,-9.37,2018
Quinnipiac,-9.5,2018
Massachusetts-Lowell,-9.53,2018
Arkansas State,-9.65,2018
Gardner-Webb,-9.7,2018
Lafayette,-9.77,2018
IU Indy,-9.82,2018
Omaha,-9.88,2018
Holy Cross,-9.92,2018
Charlotte,-10.13,2018
Prairie View,-10.13,2018
Kansas City,-10.19,2018
Binghamton,-10.27,2018
Dartmouth,-10.31,2018
FDU,-10.41,2018
Little Rock,-10.45,2018
Siena,-10.46,2018
Tennessee-Martin,-10.52,2018
Eastern Kentucky,-10.57,2018
Morehead State,-10.65,2018
Cleveland State,-10.82,2018
Western Illinois,-11.07,2018
Chattanooga,-11.09,2018
Samford,-11.1,2018
Kennesaw State,-11.17,2018
Sacred Heart,-11.38,2018
North Florida,-11.4,2018
Cal Poly,-11.56,2018
Central Connecticut State,-11.62,2018
Western Carolina,-11.9,2018
McNeese State,-12.06,2018
Bethune-Cookman,-12.19,2018
St. Francis (NY),-12.24,2018
Texas A&M-Corpus Christi,-12.3,2018
Stetson,-12.38,2018
SIU Edwardsville,-12.43,2018
Detroit Mercy,-12.47,2018
Marist,-12.48,2018
North Carolina A&T,-12.58,2018
Loyola (MD),-12.71,2018
Grambling,-12.97,2018
Norfolk State,-12.99,2018
North Carolina Central,-13.18,2018
Jacksonville,-13.39,2018
Cal State Northridge,-13.5,2018
The Citadel,-13.64,2018
Youngstown State,-13.66,2018
Presbyterian,-14.33,2018
Southern,-14.54,2018
American,-14.63,2018
Maine,-14.64,2018
Northern Arizona,-14.67,2018
Arkansas-Pine Bluff,-14.84,2018
Morgan State,-15.11,2018
Savannah State,-15.36,2018
VMI,-15.43,2018
Houston Christian,-16.14,2018
Howard,-17.26,2018
South Carolina Upstate,-17.46,2018
Jackson State,-17.66,2018
Incarnate Word,-17.71,2018
Alcorn State,-18.07,2018
Longwood,-18.31,2018
Alabama State,-18.56,2018
Bryant,-18.75,2018
Florida A&M,-19.21,2018
South Carolina State,-20.18,2018
Coppin State,-20.96,2018
Northwestern State,-21.02,2018
Mississippi Valley State,-21.41,2018
Chicago State,-21.53,2018
Alabama A&M,-23.97,2018
Delaware State,-24.57,2018
Maryland-Eastern Shore,-24.63,2018
