team,srs,season
Texas Tech,5.04,2009
Vermont,4.64,2009
Nevada,4.28,2009
St. John's (NY),4.28,2009
Oregon State,4.25,2009
Saint Joseph's,4.21,2009
Arkansas,3.79,2009
George Mason,3.78,2009
Oral Roberts,3.68,2009
Western Kentucky,3.68,2009
Iowa State,3.48,2009
La Salle,3.45,2009
Akron,3.37,2009
East Tennessee State,3.21,2009
Wright State,3.2,2009
Miami (OH),3.16,2009
Portland,2.89,2009
Old Dominion,2.86,2009
Cornell,2.71,2009
Cal State Northridge,2.65,2009
South Florida,2.63,2009
Richmond,2.61,2009
Bradley,2.48,2009
New Mexico State,2.25,2009
TCU,2.23,2009
Pacific,2.22,2009
Wichita State,2.05,2009
Northeastern,1.91,2009
Evansville,1.87,2009
Oakland,1.8,2009
UCF,1.73,2009
Jacksonville,1.62,2009
Southern Mississippi,1.54,2009
Oregon,1.51,2009
Buffalo,1.44,2009
Drake,1.32,2009
Portland State,1.14,2009
Weber State,1.11,2009
Stephen F. Austin,1.1,2009
Rutgers,1.07,2009
Saint Louis,1.02,2009
Illinois-Chicago,0.98,2009
Charlotte,0.79,2009
Wyoming,0.67,2009
Kent State,0.66,2009
Massachusetts,0.64,2009
Belmont,0.39,2009
Southern Illinois,0.35,2009
Marshall,0.14,2009
Bowling Green,0.09,2009
Tennessee-Martin,0.06,2009
American,-0.05,2009
Colorado,-0.06,2009
Murray State,-0.09,2009
San Diego,-0.37,2009
Sam Houston,-0.39,2009
Milwaukee,-0.54,2009
Santa Clara,-0.55,2009
Idaho,-0.56,2009
Little Rock,-0.66,2009
Robert Morris,-0.7,2009
Drexel,-0.8,2009
Boise State,-0.95,2009
James Madison,-1.14,2009
North Texas,-1.14,2009
Colorado State,-1.16,2009
DePaul,-1.21,2009
Tulane,-1.3,2009
Middle Tennessee,-1.32,2009
College of Charleston,-1.33,2009
Mount St. Mary's,-1.47,2009
Ohio,-1.56,2009
Long Beach State,-1.57,2009
UC Santa Barbara,-1.74,2009
Georgia,-1.81,2009
Missouri State,-1.9,2009
Indiana,-2.03,2009
George Washington,-2.08,2009
Fairfield,-2.29,2009
Morgan State,-2.29,2009
UT Arlington,-2.37,2009
Louisiana Tech,-2.38,2009
Hawaii,-2.51,2009
St. Bonaventure,-2.57,2009
Lipscomb,-2.58,2009
Boston University,-2.61,2009
South Alabama,-2.62,2009
Rider,-2.63,2009
San Jose State,-2.64,2009
Eastern Kentucky,-2.82,2009
IU Indy,-2.92,2009
Montana,-2.92,2009
Air Force,-2.99,2009
East Carolina,-3.0,2009
Nicholls State,-3.08,2009
Morehead State,-3.14,2009
Idaho State,-3.22,2009
Iona,-3.24,2009
Binghamton,-3.27,2009
Southern Methodist,-3.27,2009
VMI,-3.3,2009
Indiana State,-3.38,2009
Hofstra,-3.42,2009
Texas A&M-Corpus Christi,-3.49,2009
Holy Cross,-3.56,2009
Troy,-3.64,2009
Manhattan,-4.09,2009
Fresno State,-4.11,2009
UC Davis,-4.13,2009
Austin Peay,-4.2,2009
Cal State Fullerton,-4.2,2009
Sacred Heart,-4.4,2009
Valparaiso,-4.43,2009
The Citadel,-4.48,2009
Radford,-4.55,2009
Northern Colorado,-4.57,2009
Denver,-4.58,2009
UTSA,-4.67,2009
Texas State,-4.73,2009
Stony Brook,-4.82,2009
Delaware,-4.83,2009
Lamar,-5.0,2009
Rice,-5.05,2009
UC Riverside,-5.22,2009
Youngstown State,-5.25,2009
Navy,-5.35,2009
Liberty,-5.39,2009
Arkansas State,-5.42,2009
Purdue Fort Wayne,-5.42,2009
Southern Utah,-5.44,2009
McNeese State,-5.47,2009
Ball State,-5.5,2009
Loyola (IL),-5.51,2009
Loyola (MD),-5.65,2009
Western Michigan,-5.69,2009
UC Irvine,-5.8,2009
South Dakota State,-5.83,2009
San Francisco,-5.91,2009
Chicago State,-5.97,2009
William & Mary,-5.97,2009
Alabama State,-6.13,2009
Georgia State,-6.13,2009
Northern Arizona,-6.14,2009
Southeastern Louisiana,-6.22,2009
Chattanooga,-6.25,2009
Louisiana,-6.3,2009
Montana State,-6.38,2009
Canisius,-6.46,2009
Albany (NY),-6.63,2009
Tennessee Tech,-6.64,2009
Stetson,-6.88,2009
Long Island University,-6.92,2009
Wofford,-7.04,2009
Central Michigan,-7.06,2009
Mercer,-7.1,2009
Eastern Washington,-7.13,2009
Western Carolina,-7.17,2009
Marist,-7.24,2009
Yale,-7.29,2009
Towson,-7.3,2009
Harvard,-7.57,2009
Florida International,-7.71,2009
Pennsylvania,-7.78,2009
Princeton,-7.82,2009
Campbell,-7.97,2009
Detroit Mercy,-8.08,2009
Jacksonville State,-8.2,2009
Samford,-8.28,2009
Lehigh,-8.31,2009
Cal Poly,-8.32,2009
Gardner-Webb,-8.32,2009
Saint Peter's,-8.39,2009
Appalachian State,-8.44,2009
Centenary (LA),-8.46,2009
Maryland-Baltimore County,-8.74,2009
Quinnipiac,-9.16,2009
Eastern Illinois,-9.18,2009
New Hampshire,-9.4,2009
Jackson State,-9.5,2009
Coppin State,-9.56,2009
Florida Atlantic,-9.68,2009
New Orleans,-9.79,2009
Columbia,-9.92,2009
Northern Illinois,-10.0,2009
Army,-10.11,2009
Kansas City,-10.11,2009
South Carolina State,-10.31,2009
Central Connecticut State,-10.35,2009
Wagner,-10.39,2009
Toledo,-10.48,2009
Hampton,-10.79,2009
Tennessee State,-10.79,2009
Western Illinois,-10.86,2009
Pepperdine,-11.23,2009
Maine,-11.33,2009
UNC Asheville,-11.34,2009
Winthrop,-11.46,2009
Bucknell,-11.59,2009
Eastern Michigan,-11.69,2009
Coastal Carolina,-11.74,2009
Louisiana-Monroe,-11.75,2009
Elon,-11.97,2009
Longwood,-12.38,2009
Brown,-12.39,2009
Bethune-Cookman,-12.41,2009
Prairie View,-12.47,2009
St. Francis (NY),-12.66,2009
Savannah State,-12.95,2009
North Carolina A&T,-13.0,2009
High Point,-13.1,2009
Hartford,-13.24,2009
Colgate,-13.26,2009
Dartmouth,-13.28,2009
Norfolk State,-13.31,2009
Georgia Southern,-13.5,2009
Texas-Rio Grande Valley,-13.68,2009
UNC Wilmington,-13.82,2009
Charleston Southern,-14.07,2009
Lafayette,-14.08,2009
Fordham,-14.14,2009
Delaware State,-14.53,2009
Loyola Marymount,-14.79,2009
Monmouth,-14.84,2009
Arkansas-Pine Bluff,-15.45,2009
Saint Francis (PA),-15.7,2009
UNC Greensboro,-16.01,2009
Furman,-16.07,2009
Texas Southern,-16.56,2009
Howard,-16.62,2009
Florida A&M,-17.22,2009
FDU,-17.59,2009
Southern,-17.64,2009
Sacramento State,-17.77,2009
Mississippi Valley State,-18.44,2009
Northwestern State,-18.7,2009
Southeast Missouri State,-18.72,2009
Alabama A&M,-19.72,2009
Maryland-Eastern Shore,-22.6,2009
Grambling,-23.07,2009
Alcorn State,-25.55,2009
