team,srs,season
Samford,-9.41,2015
South Alabama,-9.46,2015
Lamar,-9.75,2015
Appalachian State,-9.81,2015
VMI,-9.85,2015
Howard,-9.89,2015
Southern,-9.95,2015
Southern Mississippi,-10.03,2015
McNeese State,-10.05,2015
Arkansas State,-10.1,2015
Furman,-10.55,2015
Marist,-10.55,2015
Loyola (MD),-10.75,2015
Delaware State,-10.78,2015
Lipscomb,-10.82,2015
Prairie View,-10.86,2015
Southeastern Louisiana,-10.97,2015
Campbell,-11.13,2015
Massachusetts-Lowell,-11.21,2015
Wagner,-11.47,2015
Idaho State,-11.52,2015
New Orleans,-11.86,2015
Southern Utah,-11.98,2015
North Dakota,-12.16,2015
FDU,-12.22,2015
Jackson State,-12.36,2015
Austin Peay,-12.45,2015
Jacksonville State,-12.65,2015
Utah Valley,-12.72,2015
Montana State,-12.91,2015
The Citadel,-12.91,2015
Longwood,-12.96,2015
Houston Christian,-13.18,2015
Binghamton,-13.45,2015
Western Illinois,-13.81,2015
Texas-Rio Grande Valley,-14.46,2015
Chicago State,-14.76,2015
Tennessee State,-14.93,2015
Bethune-Cookman,-15.52,2015
Arkansas-Pine Bluff,-15.65,2015
Nicholls State,-15.84,2015
Liberty,-16.01,2015
Maryland-Baltimore County,-16.17,2015
Morgan State,-16.19,2015
San Jose State,-16.22,2015
Stetson,-16.22,2015
Presbyterian,-16.26,2015
Central Connecticut State,-16.56,2015
Jacksonville,-16.7,2015
North Carolina A&T,-16.76,2015
Alabama A&M,-17.15,2015
Abilene Christian,-17.2,2015
Kennesaw State,-17.33,2015
South Carolina State,-17.37,2015
Maine,-17.8,2015
Coppin State,-17.84,2015
Savannah State,-18.17,2015
Alcorn State,-20.75,2015
Central Arkansas,-22.84,2015
Mississippi Valley State,-23.94,2015
Florida A&M,-26.04,2015
Grambling,-30.67,2015
