team,srs,season
Marshall,7.0,2012
Northern Iowa,6.99,2012
Wyoming,6.79,2012
Louisiana State,6.66,2012
Colorado State,6.58,2012
Mississippi,6.53,2012
Akron,6.33,2012
Illinois State,6.33,2012
Washington State,6.17,2012
Missouri State,6.15,2012
Denver,6.14,2012
Georgia,5.92,2012
Tulsa,5.82,2012
Arkansas,5.76,2012
Georgia State,5.69,2012
Texas A&M,5.57,2012
Rutgers,5.42,2012
Cleveland State,5.27,2012
Oral Roberts,5.24,2012
Richmond,4.71,2012
Montana,4.55,2012
Nevada,4.54,2012
UCF,4.33,2012
Lehigh,4.27,2012
Providence,4.16,2012
Buffalo,4.15,2012
Duquesne,4.09,2012
Old Dominion,4.08,2012
UC Santa Barbara,4.0,2012
Maryland,3.95,2012
George Mason,3.81,2012
Mercer,3.75,2012
Penn State,3.72,2012
Wagner,3.6,2012
Bucknell,3.57,2012
Boise State,3.52,2012
Nebraska,3.52,2012
Utah State,3.49,2012
Evansville,3.46,2012
UT Arlington,3.35,2012
UNC Asheville,3.06,2012
Fairfield,2.94,2012
UTEP,2.92,2012
Butler,2.86,2012
Kent State,2.77,2012
South Carolina,2.65,2012
St. John's (NY),2.63,2012
UAB,2.61,2012
Princeton,2.57,2012
Auburn,2.52,2012
Drake,2.44,2012
East Carolina,2.42,2012
Lamar,2.41,2012
Detroit Mercy,2.4,2012
Loyola Marymount,2.2,2012
Indiana State,2.08,2012
DePaul,1.99,2012
San Francisco,1.9,2012
Georgia Tech,1.74,2012
TCU,1.72,2012
Weber State,1.51,2012
Manhattan,1.46,2012
Rice,1.42,2012
Bowling Green,1.23,2012
Pennsylvania,1.12,2012
Charlotte,0.99,2012
Vermont,0.98,2012
Idaho,0.77,2012
Robert Morris,0.67,2012
Valparaiso,0.61,2012
Milwaukee,0.53,2012
Loyola (MD),0.37,2012
Oakland,0.29,2012
Houston,0.04,2012
North Dakota State,0.01,2012
Tulane,-0.12,2012
College of Charleston,-0.16,2012
South Carolina Upstate,-0.16,2012
North Texas,-0.39,2012
East Tennessee State,-0.41,2012
Air Force,-0.45,2012
Stony Brook,-0.45,2012
Southern California,-0.51,2012
Cal Poly,-0.58,2012
George Washington,-0.63,2012
Wake Forest,-0.75,2012
Fresno State,-0.91,2012
Arizona State,-1.01,2012
Cal State Fullerton,-1.18,2012
Southern Methodist,-1.26,2012
Long Island University,-1.34,2012
Yale,-1.37,2012
Stephen F. Austin,-1.46,2012
Delaware,-1.61,2012
Youngstown State,-1.78,2012
Western Michigan,-1.8,2012
UTSA,-1.83,2012
Little Rock,-1.94,2012
Quinnipiac,-2.01,2012
Miami (OH),-2.07,2012
Charleston Southern,-2.19,2012
Green Bay,-2.32,2012
Florida Gulf Coast,-2.41,2012
Florida Atlantic,-2.58,2012
Texas Tech,-2.61,2012
Coastal Carolina,-2.64,2012
Louisiana Tech,-2.65,2012
Western Kentucky,-2.66,2012
Hawaii,-2.79,2012
South Alabama,-2.81,2012
Western Illinois,-2.84,2012
Columbia,-2.9,2012
Ball State,-2.93,2012
Hofstra,-2.98,2012
Tennessee State,-3.06,2012
American,-3.12,2012
Arkansas State,-3.18,2012
Louisiana,-3.25,2012
Northeastern,-3.27,2012
Toledo,-3.35,2012
North Florida,-3.44,2012
Southern Illinois,-3.51,2012
Savannah State,-3.59,2012
Wofford,-3.62,2012
Norfolk State,-3.68,2012
Boston University,-3.74,2012
San Diego,-3.76,2012
Rhode Island,-3.78,2012
Tennessee Tech,-3.81,2012
IU Indy,-3.85,2012
Eastern Washington,-3.87,2012
Albany (NY),-3.92,2012
Portland State,-4.04,2012
Cornell,-4.05,2012
Wright State,-4.07,2012
Seattle,-4.18,2012
Boston College,-4.54,2012
Lipscomb,-4.7,2012
Austin Peay,-4.86,2012
Jacksonville State,-4.86,2012
Morehead State,-4.99,2012
Florida International,-5.07,2012
Central Connecticut State,-5.36,2012
Rider,-5.4,2012
UNC Wilmington,-5.5,2012
Siena,-5.71,2012
Bradley,-5.79,2012
James Madison,-5.86,2012
High Point,-5.92,2012
Holy Cross,-6.02,2012
St. Francis (NY),-6.02,2012
Furman,-6.04,2012
Campbell,-6.06,2012
UC Irvine,-6.07,2012
North Carolina Central,-6.12,2012
Southeast Missouri State,-6.12,2012
Southern Utah,-6.22,2012
Northern Colorado,-6.23,2012
McNeese State,-6.26,2012
Northwestern State,-6.29,2012
Utah Valley,-6.53,2012
Western Carolina,-6.57,2012
Niagara,-6.67,2012
Georgia Southern,-6.7,2012
Central Michigan,-6.74,2012
Presbyterian,-6.76,2012
Santa Clara,-6.79,2012
Sacred Heart,-6.87,2012
Appalachian State,-6.93,2012
Chattanooga,-6.99,2012
Cal State Bakersfield,-7.15,2012
Lafayette,-7.2,2012
Jacksonville,-7.3,2012
Pepperdine,-7.4,2012
Elon,-7.41,2012
Stetson,-7.48,2012
Troy,-7.48,2012
Fordham,-7.63,2012
Winthrop,-7.64,2012
San Jose State,-7.86,2012
Portland,-7.88,2012
Eastern Michigan,-7.9,2012
Gardner-Webb,-7.99,2012
UC Riverside,-8.01,2012
Mississippi Valley State,-8.03,2012
Pacific,-8.04,2012
Delaware State,-8.07,2012
Marist,-8.2,2012
Morgan State,-8.41,2012
Loyola (IL),-8.43,2012
Eastern Kentucky,-8.47,2012
Maine,-8.57,2012
Texas State,-8.66,2012
Samford,-8.68,2012
North Dakota,-8.76,2012
Purdue Fort Wayne,-8.79,2012
Kansas City,-8.82,2012
Coppin State,-9.07,2012
Sam Houston,-9.09,2012
Bethune-Cookman,-9.11,2012
Illinois-Chicago,-9.16,2012
Utah,-9.31,2012
VMI,-9.43,2012
South Dakota,-9.56,2012
Liberty,-9.67,2012
Sacramento State,-9.67,2012
UNC Greensboro,-9.67,2012
Dartmouth,-10.07,2012
Hampton,-10.08,2012
New Hampshire,-10.09,2012
Texas Southern,-10.26,2012
Montana State,-10.29,2012
William & Mary,-10.79,2012
Idaho State,-11.05,2012
Army,-11.26,2012
Eastern Illinois,-11.48,2012
Mount St. Mary's,-11.72,2012
Monmouth,-11.93,2012
Southeastern Louisiana,-11.94,2012
NJIT,-12.09,2012
Texas A&M-Corpus Christi,-12.21,2012
North Carolina A&T,-12.34,2012
Brown,-12.52,2012
Louisiana-Monroe,-12.56,2012
Cal State Northridge,-12.65,2012
Radford,-13.14,2012
Saint Francis (PA),-13.18,2012
SIU Edwardsville,-13.3,2012
Saint Peter's,-13.37,2012
Hartford,-13.41,2012
Texas-Rio Grande Valley,-13.66,2012
The Citadel,-14.49,2012
Howard,-14.59,2012
Navy,-14.6,2012
Canisius,-14.73,2012
Colgate,-14.91,2012
Kennesaw State,-15.02,2012
Florida A&M,-15.58,2012
UC Davis,-15.6,2012
Northern Illinois,-15.62,2012
Alabama State,-15.79,2012
Houston Christian,-16.07,2012
Southern,-16.17,2012
Towson,-16.71,2012
Northern Arizona,-16.72,2012
Arkansas-Pine Bluff,-16.77,2012
Maryland-Eastern Shore,-16.79,2012
Prairie View,-16.87,2012
FDU,-16.99,2012
Tennessee-Martin,-17.09,2012
Central Arkansas,-17.26,2012
Jackson State,-17.5,2012
Bryant,-17.9,2012
Nicholls State,-18.55,2012
Chicago State,-19.3,2012
Alabama A&M,-19.33,2012
Alcorn State,-19.57,2012
Maryland-Baltimore County,-19.85,2012
Binghamton,-20.14,2012
Longwood,-20.47,2012
South Carolina State,-20.8,2012
Grambling,-26.82,2012
