team,srs,season
Western Carolina,-8.16,2008
Tennessee-Martin,-8.24,2008
Louisiana-Monroe,-8.28,2008
Southern Methodist,-8.41,2008
Columbia,-8.45,2008
Army,-8.62,2008
Portland,-8.62,2008
Hartford,-8.75,2008
Nicholls State,-9.17,2008
San Jose State,-9.2,2008
Texas A&M-Corpus Christi,-9.21,2008
Northern Illinois,-9.3,2008
McNeese State,-9.43,2008
Cal Poly,-9.48,2008
VMI,-9.48,2008
Eastern Kentucky,-9.7,2008
Texas State,-9.8,2008
Mercer,-9.81,2008
New Hampshire,-9.86,2008
Saint Peter's,-10.01,2008
Rice,-10.29,2008
Pennsylvania,-10.4,2008
UTSA,-10.43,2008
Western Illinois,-10.45,2008
Texas-Rio Grande Valley,-10.51,2008
Chicago State,-10.63,2008
UC Riverside,-10.73,2008
Idaho,-10.75,2008
Harvard,-10.76,2008
Centenary (LA),-10.86,2008
Northwestern State,-11.11,2008
Morehead State,-11.27,2008
Princeton,-11.42,2008
Stetson,-11.42,2008
Delaware State,-11.51,2008
Coastal Carolina,-11.52,2008
Campbell,-11.91,2008
Samford,-11.97,2008
Idaho State,-12.0,2008
Stony Brook,-12.36,2008
St. Francis (NY),-12.64,2008
Furman,-12.73,2008
Long Beach State,-12.89,2008
Monmouth,-13.13,2008
FDU,-13.27,2008
Saint Francis (PA),-13.52,2008
Norfolk State,-13.65,2008
Southeast Missouri State,-13.78,2008
Canisius,-14.3,2008
Coppin State,-14.51,2008
Dartmouth,-14.56,2008
North Carolina A&T,-14.56,2008
Eastern Illinois,-14.72,2008
Radford,-14.72,2008
UC Davis,-15.02,2008
Charleston Southern,-15.23,2008
Mississippi Valley State,-15.28,2008
Jacksonville State,-15.34,2008
Louisiana Tech,-15.42,2008
Florida A&M,-15.45,2008
South Carolina State,-15.9,2008
Bethune-Cookman,-15.97,2008
Southern,-16.05,2008
Alabama A&M,-16.14,2008
Jackson State,-16.14,2008
Savannah State,-16.24,2008
Maine,-16.25,2008
Loyola Marymount,-16.94,2008
The Citadel,-16.99,2008
Sacramento State,-17.5,2008
Arkansas-Pine Bluff,-17.8,2008
Longwood,-18.73,2008
Texas Southern,-20.91,2008
Prairie View,-21.36,2008
Howard,-22.46,2008
Alcorn State,-23.12,2008
Grambling,-23.49,2008
Maryland-Eastern Shore,-23.75,2008
