team,tr_predictive,season
Weber St (20-12),1.5,2024
UMass Lowell (22-10),1.5,2024
Oakland (23-11),1.3,2024
Sam Houston (21-12),1.2,2024
S Dakota St (22-12),1.2,2024
Towson (20-14),1.2,2024
Furman (17-16),1.1,2024
Kent St (17-17),0.9,2024
Louisiana (19-14),0.7,2024
Missouri St (17-16),0.7,2024
Chattanooga (21-12),0.6,2024
Tarleton St (23-9),0.6,2024
Wright St (18-14),0.6,2024
Loyola Mymt (12-19),0.4,2024
Montana (23-11),0.3,2024
Winthrop (17-15),0.3,2024
Lipscomb (20-12),0.2,2024
Vanderbilt (9-23),0.2,2024
Purdue FW (21-12),0.2,2024
NC Asheville (22-12),0.1,2024
SF Austin (18-15),0.1,2024
St Thomas (20-13),0.1,2024
Murray St (12-20),-0.2,2024
Longwood (21-13),-0.2,2024
UC Davis (20-13),-0.3,2024
Long Beach St (21-14),-0.3,2024
Delaware (19-14),-0.4,2024
Hawai'i (20-14),-0.4,2024
Georgetown (9-23),-0.5,2024
Bryant (20-13),-0.5,2024
UTEP (18-16),-0.7,2024
Quinnipiac (24-9),-0.8,2024
Wyoming (15-17),-0.8,2024
Temple (16-19),-1.0,2024
Louisville (8-24),-1.0,2024
E Carolina (15-18),-1.1,2024
Utah Valley (16-16),-1.2,2024
Fordham (13-20),-1.2,2024
Fairfield (22-12),-1.3,2024
Cleveland St (20-14),-1.3,2024
Stony Brook (20-15),-1.5,2024
Saint Louis (13-20),-1.6,2024
Texas St (17-18),-1.6,2024
E Kentucky (17-14),-1.7,2024
La Salle (16-17),-1.9,2024
Brown (13-17),-1.9,2024
Stetson (22-12),-2.0,2024
E Tennessee St (19-16),-2.0,2024
Tulsa (16-15),-2.1,2024
N Kentucky (18-15),-2.1,2024
Georgia St (14-17),-2.2,2024
Penn (11-18),-2.2,2024
UCSB (16-15),-2.2,2024
Little Rock (21-12),-2.2,2024
Illinois St (15-17),-2.4,2024
Texas A&M-CC (21-11),-2.4,2024
Cal Baptist (16-17),-2.5,2024
Jacksonville St (14-18),-2.5,2024
G Washington (15-17),-2.5,2024
Iona (16-17),-2.7,2024
Gardner-Webb (17-16),-2.7,2024
Fresno St (12-21),-2.7,2024
Illinois Chicago (12-21),-2.9,2024
Abl Christian (15-17),-2.9,2024
Pepperdine (13-20),-2.9,2024
Saint Peter's (19-13),-2.9,2024
Marshall (13-20),-3.0,2024
N Colorado (19-13),-3.0,2024
Rhode Island (12-20),-3.0,2024
Monmouth (18-15),-3.0,2024
Austin Peay (19-15),-3.1,2024
Wofford (17-15),-3.2,2024
Radford (16-17),-3.2,2024
Rice (11-21),-3.2,2024
Bowling Green (20-13),-3.3,2024
CS Fullerton (14-18),-3.4,2024
Harvard (14-13),-3.5,2024
Marist (18-13),-3.6,2024
UC Riverside (16-18),-3.6,2024
Milwaukee (20-15),-3.6,2024
Southern Miss (16-16),-3.7,2024
Rider (15-17),-3.7,2024
Norfolk St (22-11),-3.7,2024
San Jose St (9-23),-3.8,2024
Kansas City (16-16),-3.8,2024
FGCU (14-18),-3.9,2024
Columbia (13-14),-3.9,2024
Montana St (17-17),-4.0,2024
Maine (15-17),-4.1,2024
N Alabama (15-17),-4.1,2024
North Dakota (18-14),-4.2,2024
Miami OH (15-17),-4.2,2024
UT Martin (21-11),-4.2,2024
Northeastern (12-20),-4.2,2024
Mt St Mary's (13-19),-4.3,2024
Mercer (16-17),-4.3,2024
S Alabama (16-16),-4.3,2024
Merrimack (21-12),-4.3,2024
Evansville (16-17),-4.3,2024
CS Bakersfield (13-19),-4.4,2024
Ball St (15-16),-4.4,2024
New Hampshire (16-15),-4.5,2024
Lamar (19-14),-4.5,2024
N Florida (16-16),-4.5,2024
CS Northridge (19-15),-4.6,2024
Lehigh (14-18),-4.7,2024
Kennesaw St (15-16),-4.8,2024
NC Central (18-13),-4.9,2024
N Dakota St (15-17),-4.9,2024
S Utah (10-21),-5.0,2024
Air Force (9-22),-5.1,2024
Albany (13-19),-5.1,2024
Oral Roberts (12-19),-5.2,2024
UTSA (11-21),-5.2,2024
Portland St (17-15),-5.3,2024
Green Bay (18-14),-5.4,2024
Queens (14-19),-5.4,2024
Florida Intl (11-22),-5.4,2024
Idaho St (14-20),-5.4,2024
Nicholls (20-14),-5.5,2024
C Connecticut (20-11),-5.5,2024
Niagara (16-16),-5.7,2024
Middle Tenn (14-19),-5.8,2024
Canisius (14-18),-5.8,2024
American (16-16),-5.9,2024
Omaha (15-18),-6.0,2024
UMBC (11-21),-6.0,2024
Georgia So (9-24),-6.0,2024
Texas So (16-16),-6.1,2024
Jacksonville (16-17),-6.1,2024
Howard (18-16),-6.2,2024
Old Dominion (7-25),-6.3,2024
Bucknell (14-19),-6.3,2024
San Diego (18-15),-6.3,2024
Southern (18-14),-6.4,2024
New Mexico St (13-19),-6.4,2024
Binghamton (15-15),-6.5,2024
Denver (17-17),-6.5,2024
W Illinois (21-12),-6.5,2024
The Citadel (11-21),-6.6,2024
SIU Edward (17-16),-6.7,2024
Presbyterian (14-18),-6.8,2024
DePaul (3-29),-6.8,2024
N Illinois (11-20),-6.9,2024
C Michigan (18-14),-6.9,2024
SC Upstate (10-20),-6.9,2024
Utah Tech (11-20),-7.1,2024
Boston U (16-17),-7.1,2024
Tennessee St (18-15),-7.2,2024
Sacred Heart (16-16),-7.3,2024
Portland (12-21),-7.3,2024
Wagner (16-15),-7.3,2024
Grambling (20-14),-7.6,2024
W Michigan (12-20),-7.6,2024
Chicago St (12-18),-7.7,2024
Sacramento St (10-24),-7.8,2024
Robert Morris (10-22),-8.1,2024
Bellarmine (8-23),-8.2,2024
Jackson St (15-17),-8.2,2024
UL Monroe (11-19),-8.3,2024
Navy (13-18),-8.3,2024
Campbell (14-18),-8.4,2024
SE Louisiana (15-17),-8.4,2024
Delaware St (15-18),-8.6,2024
Le Moyne (15-17),-8.6,2024
Valparaiso (7-25),-8.7,2024
E Illinois (14-18),-8.7,2024
William & Mary (10-23),-8.9,2024
Elon (13-19),-8.9,2024
Lafayette (11-21),-8.9,2024
Alcorn St (14-18),-9.0,2024
N Arizona (14-19),-9.0,2024
Coastal Car (9-22),-9.1,2024
Idaho (11-21),-9.8,2024
Bethune (17-16),-9.8,2024
South Dakota (12-20),-10.0,2024
S Carolina St (14-18),-10.2,2024
Alabama St (13-19),-10.2,2024
Charleston So (10-20),-10.3,2024
F Dickinson (15-17),-10.8,2024
E Michigan (13-18),-10.9,2024
E Texas A&M (13-20),-11.1,2024
Dartmouth (6-21),-11.1,2024
Army (10-22),-11.3,2024
UT Rio Grande (6-25),-11.5,2024
S Indiana (8-24),-11.6,2024
NJIT (7-21),-11.6,2024
NW State (9-23),-11.7,2024
AR-Pine Bluff (13-18),-12.0,2024
Alabama A&M (11-22),-12.1,2024
Prairie View (10-21),-12.1,2024
Manhattan (7-23),-12.1,2024
C Arkansas (9-23),-12.2,2024
Morgan St (11-20),-12.2,2024
Loyola MD (7-25),-12.4,2024
Hampton (9-24),-12.4,2024
Tenn Tech (10-21),-12.5,2024
Buffalo (4-27),-12.5,2024
Cal Poly (4-28),-12.5,2024
New Orleans (10-23),-13.3,2024
Holy Cross (10-23),-13.4,2024
Florida A&M (6-23),-13.6,2024
Incarnate Word (8-23),-13.6,2024
Detroit Mercy (1-31),-13.8,2024
NC A&T (7-25),-13.9,2024
Maryland ES (9-20),-14.0,2024
Pacific (6-26),-14.3,2024
SE Missouri St (9-22),-14.5,2024
LIU (7-22),-14.8,2024
St Francis PA (8-22),-14.9,2024
Siena (4-28),-15.0,2024
Lindenwood (9-22),-15.7,2024
Stonehill (4-27),-16.0,2024
Hou Christian (6-23),-16.9,2024
VMI (4-28),-17.5,2024
Coppin St (2-27),-17.8,2024
IU Indy (6-26),-18.4,2024
Miss Valley St (1-30),-22.2,2024
